doc_id,month,filing_period,vendor_name,vendor_gstin,vendor_type,vendor_reliability,invoice_date,taxable_value,gst_rate_pct,books_igst,gstr2b_igst,difference,mismatch_type,itc_eligible,itc_at_risk,status
GST-020757,2022-09,Sep-2022,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2022-09-01,227759.57,18,40996.72,40996.72,0.0,None,40996.72,0.0,Reconciled
GST-020758,2022-09,Sep-2022,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2022-09-01,190974.19,5,9548.71,9548.71,0.0,None,9548.71,0.0,Reconciled
GST-020759,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,97808.11,5,4890.41,4890.41,0.0,None,4890.41,0.0,Reconciled
GST-020760,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,213278.27,18,38390.09,38390.09,0.0,None,38390.09,0.0,Reconciled
GST-020761,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,44672.21,28,12508.22,11979.59,-528.63,Short in 2B,11979.59,528.63,Mismatch
GST-020762,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,175192.33,12,21023.08,21023.08,0.0,None,21023.08,0.0,Reconciled
GST-020763,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,68387.2,28,19148.42,16095.57,-3052.85,Short in 2B,16095.57,3052.85,Mismatch
GST-020764,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,218600.83,18,39348.15,39348.15,0.0,None,39348.15,0.0,Reconciled
GST-020765,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,64971.43,18,11694.86,11694.86,0.0,None,11694.86,0.0,Reconciled
GST-020766,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,110951.99,28,31066.56,31066.56,0.0,None,31066.56,0.0,Reconciled
GST-020767,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,219733.05,18,39551.95,39551.95,0.0,None,39551.95,0.0,Reconciled
GST-020768,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,28887.06,18,5199.67,5199.67,0.0,None,5199.67,0.0,Reconciled
GST-020769,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,228190.83,18,41074.35,37651.15,-3423.2,Short in 2B,37651.15,3423.2,Mismatch
GST-020770,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,104183.18,12,12501.98,12501.98,0.0,None,12501.98,0.0,Reconciled
GST-020771,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,143462.33,18,25823.22,25823.22,0.0,None,25823.22,0.0,Reconciled
GST-020772,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,203553.27,18,36639.59,36639.59,0.0,None,36639.59,0.0,Reconciled
GST-020773,2022-09,Sep-2022,Vendor J - FreightCo,33JJJJW1234R1ZP,Regular,0.8,2022-09-01,24875.8,28,6965.22,0.0,-6965.22,Missing in 2B,0.0,6965.22,Mismatch
GST-020774,2022-09,Sep-2022,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2022-09-01,216710.29,18,39007.85,39007.85,0.0,None,39007.85,0.0,Reconciled
GST-020775,2022-09,Sep-2022,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2022-09-01,209119.18,18,37641.45,37641.45,0.0,None,37641.45,0.0,Reconciled
GST-020776,2022-09,Sep-2022,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2022-09-01,19231.54,18,3461.68,3461.68,0.0,None,3461.68,0.0,Reconciled
GST-020777,2022-09,Sep-2022,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2022-09-01,146408.43,28,40994.36,40994.36,0.0,None,40994.36,0.0,Reconciled
GST-020778,2022-09,Sep-2022,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2022-09-01,81157.48,18,14608.35,14608.35,0.0,None,14608.35,0.0,Reconciled
GST-020779,2022-09,Sep-2022,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2022-09-01,66334.15,5,3316.71,3316.71,0.0,None,3316.71,0.0,Reconciled
GST-020780,2022-09,Sep-2022,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2022-09-01,37685.6,12,4522.27,5800.82,1278.55,Excess in 2B,4522.27,0.0,Mismatch
GST-020781,2022-09,Sep-2022,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2022-09-01,208765.68,5,10438.28,10438.28,0.0,None,10438.28,0.0,Reconciled
GST-020782,2022-09,Sep-2022,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2022-09-01,85480.99,12,10257.72,10257.72,0.0,None,10257.72,0.0,Reconciled
GST-020783,2022-09,Sep-2022,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2022-09-01,30155.45,28,8443.53,8443.53,0.0,None,8443.53,0.0,Reconciled
GST-020784,2022-09,Sep-2022,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2022-09-01,171934.1,12,20632.09,20632.09,0.0,None,20632.09,0.0,Reconciled
GST-020785,2022-09,Sep-2022,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2022-09-01,247421.66,18,44535.9,38076.56,-6459.34,Short in 2B,38076.56,6459.34,Mismatch
GST-020786,2022-09,Sep-2022,Vendor K - PackMaterials,11KKKKV5678R1ZO,Composition,0.72,2022-09-01,23147.51,18,4166.55,6545.28,2378.73,Excess in 2B,4166.55,0.0,Mismatch
GST-020787,2022-09,Sep-2022,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2022-09-01,29955.61,28,8387.57,8387.57,0.0,None,8387.57,0.0,Reconciled
GST-020788,2022-09,Sep-2022,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2022-09-01,129768.04,5,6488.4,0.0,-6488.4,Missing in 2B,0.0,6488.4,Mismatch
GST-020789,2022-09,Sep-2022,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2022-09-01,172262.06,5,8613.1,0.0,-8613.1,Missing in 2B,0.0,8613.1,Mismatch
GST-020790,2022-09,Sep-2022,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2022-09-01,20908.36,18,3763.5,3763.5,0.0,None,3763.5,0.0,Reconciled
GST-020791,2022-09,Sep-2022,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2022-09-01,89482.45,28,25055.09,25055.09,0.0,None,25055.09,0.0,Reconciled
GST-020792,2022-09,Sep-2022,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2022-09-01,47318.09,18,8517.26,8517.26,0.0,None,8517.26,0.0,Reconciled
GST-020793,2022-09,Sep-2022,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2022-09-01,119194.3,28,33374.4,33374.4,0.0,None,33374.4,0.0,Reconciled
GST-020794,2022-09,Sep-2022,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2022-09-01,119632.84,5,5981.64,5981.64,0.0,None,5981.64,0.0,Reconciled
GST-020795,2022-09,Sep-2022,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2022-09-01,70796.87,18,12743.44,12743.44,0.0,None,12743.44,0.0,Reconciled
GST-020796,2022-09,Sep-2022,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2022-09-01,70033.35,28,19609.34,19609.34,0.0,None,19609.34,0.0,Reconciled
GST-020797,2022-09,Sep-2022,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2022-09-01,168272.7,12,20192.72,20192.72,0.0,None,20192.72,0.0,Reconciled
GST-020798,2022-09,Sep-2022,Vendor L - FlavorBase,44LLLLУ9012R1ZN,Regular,0.88,2022-09-01,126130.83,5,6306.54,6306.54,0.0,None,6306.54,0.0,Reconciled
GST-020799,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,110638.4,12,13276.61,13276.61,0.0,None,13276.61,0.0,Reconciled
GST-020800,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,100035.48,28,28009.93,28009.93,0.0,None,28009.93,0.0,Reconciled
GST-020801,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,228234.34,18,41082.18,41082.18,0.0,None,41082.18,0.0,Reconciled
GST-020802,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,243310.18,5,12165.51,12165.51,0.0,None,12165.51,0.0,Reconciled
GST-020803,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,161292.13,12,19355.06,19355.06,0.0,None,19355.06,0.0,Reconciled
GST-020804,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,80960.56,28,22668.96,22668.96,0.0,None,22668.96,0.0,Reconciled
GST-020805,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,141196.76,5,7059.84,6284.43,-775.41,Short in 2B,6284.43,775.41,Mismatch
GST-020806,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,40386.05,12,4846.33,4846.33,0.0,None,4846.33,0.0,Reconciled
GST-020807,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,118056.54,28,33055.83,33055.83,0.0,None,33055.83,0.0,Reconciled
GST-020808,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,83969.87,12,10076.38,10076.38,0.0,None,10076.38,0.0,Reconciled
GST-020809,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,206920.31,5,10346.02,10346.02,0.0,None,10346.02,0.0,Reconciled
GST-020810,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,41752.02,18,7515.36,7515.36,0.0,None,7515.36,0.0,Reconciled
GST-020811,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,150073.2,18,27013.18,27013.18,0.0,None,27013.18,0.0,Reconciled
GST-020812,2022-10,Oct-2022,Vendor A - RawProtein Co,27AABCU9603R1ZX,Regular,0.88,2022-10-01,180030.81,18,32405.55,32405.55,0.0,None,32405.55,0.0,Reconciled
GST-020813,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,79561.91,5,3978.1,3978.1,0.0,None,3978.1,0.0,Reconciled
GST-020814,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,186517.17,28,52224.81,52224.81,0.0,None,52224.81,0.0,Reconciled
GST-020815,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,182797.67,28,51183.35,51183.35,0.0,None,51183.35,0.0,Reconciled
GST-020816,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,84731.0,12,10167.72,10167.72,0.0,None,10167.72,0.0,Reconciled
GST-020817,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,207981.6,28,58234.85,58234.85,0.0,None,58234.85,0.0,Reconciled
GST-020818,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,15494.4,12,1859.33,1859.33,0.0,None,1859.33,0.0,Reconciled
GST-020819,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,28988.3,18,5217.89,5217.89,0.0,None,5217.89,0.0,Reconciled
GST-020820,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,75323.14,28,21090.48,21090.48,0.0,None,21090.48,0.0,Reconciled
GST-020821,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,122215.58,12,14665.87,14665.87,0.0,None,14665.87,0.0,Reconciled
GST-020822,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,155135.56,28,43437.96,43437.96,0.0,None,43437.96,0.0,Reconciled
GST-020823,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,31686.8,12,3802.42,3802.42,0.0,None,3802.42,0.0,Reconciled
GST-020824,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,191214.93,12,22945.79,22945.79,0.0,None,22945.79,0.0,Reconciled
GST-020825,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,174487.44,12,20938.49,20938.49,0.0,None,20938.49,0.0,Reconciled
GST-020826,2022-10,Oct-2022,Vendor B - PackagingPlus,07BBBCS9999R1ZY,Regular,0.92,2022-10-01,155692.71,12,18683.13,18683.13,0.0,None,18683.13,0.0,Reconciled
GST-020827,2022-10,Oct-2022,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2022-10-01,42198.34,18,7595.7,7595.7,0.0,None,7595.7,0.0,Reconciled
GST-020828,2022-10,Oct-2022,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2022-10-01,185133.67,18,33324.06,33324.06,0.0,None,33324.06,0.0,Reconciled
GST-020829,2022-10,Oct-2022,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2022-10-01,139548.01,18,25118.64,25118.64,0.0,None,25118.64,0.0,Reconciled
GST-020830,2022-10,Oct-2022,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2022-10-01,48402.22,5,2420.11,2420.11,0.0,None,2420.11,0.0,Reconciled
GST-020831,2022-10,Oct-2022,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2022-10-01,140135.78,18,25224.44,25224.44,0.0,None,25224.44,0.0,Reconciled
GST-020832,2022-10,Oct-2022,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2022-10-01,150641.97,12,18077.04,18077.04,0.0,None,18077.04,0.0,Reconciled
GST-020833,2022-10,Oct-2022,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2022-10-01,204885.32,18,36879.36,36879.36,0.0,None,36879.36,0.0,Reconciled
GST-020834,2022-10,Oct-2022,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2022-10-01,186355.77,5,9317.79,2428.98,-6888.81,Short in 2B,2428.98,6888.81,Mismatch
GST-020835,2022-10,Oct-2022,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2022-10-01,109916.0,5,5495.8,5495.8,0.0,None,5495.8,0.0,Reconciled
GST-020836,2022-10,Oct-2022,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2022-10-01,86983.67,12,10438.04,10438.04,0.0,None,10438.04,0.0,Reconciled
GST-020837,2022-10,Oct-2022,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2022-10-01,68175.59,28,19089.17,19089.17,0.0,None,19089.17,0.0,Reconciled
GST-020838,2022-10,Oct-2022,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2022-10-01,216527.15,18,38974.89,38974.89,0.0,None,38974.89,0.0,Reconciled
GST-020839,2022-10,Oct-2022,Vendor C - FlavorTech,29CCCCT1234R1ZW,Regular,0.75,2022-10-01,38235.3,18,6882.35,6882.35,0.0,None,6882.35,0.0,Reconciled
GST-020840,2022-10,Oct-2022,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2022-10-01,101962.3,12,12235.48,12235.48,0.0,None,12235.48,0.0,Reconciled
GST-020841,2022-10,Oct-2022,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2022-10-01,176775.18,18,31819.53,31819.53,0.0,None,31819.53,0.0,Reconciled
GST-020842,2022-10,Oct-2022,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2022-10-01,53922.66,18,9706.08,9706.08,0.0,None,9706.08,0.0,Reconciled
GST-020843,2022-10,Oct-2022,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2022-10-01,224172.8,5,11208.64,11208.64,0.0,None,11208.64,0.0,Reconciled
GST-020844,2022-10,Oct-2022,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2022-10-01,94845.67,12,11381.48,11381.48,0.0,None,11381.48,0.0,Reconciled
GST-020845,2022-10,Oct-2022,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2022-10-01,164672.04,18,29640.97,29640.97,0.0,None,29640.97,0.0,Reconciled
GST-020846,2022-10,Oct-2022,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2022-10-01,201054.26,18,36189.77,36189.77,0.0,None,36189.77,0.0,Reconciled
GST-020847,2022-10,Oct-2022,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2022-10-01,174123.35,5,8706.17,8706.17,0.0,None,8706.17,0.0,Reconciled
GST-020848,2022-10,Oct-2022,Vendor D - LogisticsFast,27DDDDU5678R1ZV,Regular,0.95,2022-10-01,212804.99,28,59585.4,59585.4,0.0,None,59585.4,0.0,Reconciled
GST-020849,2022-10,Oct-2022,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2022-10-01,39735.91,5,1986.8,1280.27,-706.53,Short in 2B,1280.27,706.53,Mismatch
GST-020850,2022-10,Oct-2022,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2022-10-01,133781.95,18,24080.75,22014.27,-2066.48,Short in 2B,22014.27,2066.48,Mismatch
GST-020851,2022-10,Oct-2022,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2022-10-01,232524.77,18,41854.46,35682.86,-6171.6,Short in 2B,35682.86,6171.6,Mismatch
GST-020852,2022-10,Oct-2022,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2022-10-01,122752.91,12,14730.35,0.0,-14730.35,Missing in 2B,0.0,14730.35,Mismatch
GST-020853,2022-10,Oct-2022,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2022-10-01,102043.29,28,28572.12,28572.12,0.0,None,28572.12,0.0,Reconciled
GST-020854,2022-10,Oct-2022,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2022-10-01,223774.86,28,62656.96,62656.96,0.0,None,62656.96,0.0,Reconciled
GST-020855,2022-10,Oct-2022,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2022-10-01,143164.56,5,7158.23,0.0,-7158.23,Missing in 2B,0.0,7158.23,Mismatch
GST-020856,2022-10,Oct-2022,Vendor E - LabChemicals,19EEEEV9012R1ZU,Composition,0.7,2022-10-01,106528.25,5,5326.41,5326.41,0.0,None,5326.41,0.0,Reconciled
GST-020857,2022-10,Oct-2022,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2022-10-01,142230.79,5,7111.54,7111.54,0.0,None,7111.54,0.0,Reconciled
GST-020858,2022-10,Oct-2022,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2022-10-01,140080.52,5,7004.03,7004.03,0.0,None,7004.03,0.0,Reconciled
GST-020859,2022-10,Oct-2022,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2022-10-01,210907.74,18,37963.39,37963.39,0.0,None,37963.39,0.0,Reconciled
GST-020860,2022-10,Oct-2022,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2022-10-01,209301.52,5,10465.08,10465.08,0.0,None,10465.08,0.0,Reconciled
GST-020861,2022-10,Oct-2022,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2022-10-01,28547.18,12,3425.66,3425.66,0.0,None,3425.66,0.0,Reconciled
GST-020862,2022-10,Oct-2022,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2022-10-01,70233.75,18,12642.08,12642.08,0.0,None,12642.08,0.0,Reconciled
GST-020863,2022-10,Oct-2022,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2022-10-01,96610.1,28,27050.83,27050.83,0.0,None,27050.83,0.0,Reconciled
GST-020864,2022-10,Oct-2022,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2022-10-01,249932.74,5,12496.64,12496.64,0.0,None,12496.64,0.0,Reconciled
GST-020865,2022-10,Oct-2022,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2022-10-01,129890.99,18,23380.38,23380.38,0.0,None,23380.38,0.0,Reconciled
GST-020866,2022-10,Oct-2022,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2022-10-01,187625.81,12,22515.1,22515.1,0.0,None,22515.1,0.0,Reconciled
GST-020867,2022-10,Oct-2022,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2022-10-01,148803.68,12,17856.44,17856.44,0.0,None,17856.44,0.0,Reconciled
GST-020868,2022-10,Oct-2022,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2022-10-01,186742.24,28,52287.83,47715.15,-4572.68,Short in 2B,47715.15,4572.68,Mismatch
GST-020869,2022-10,Oct-2022,Vendor F - PrintingHub,36FFFFW3456R1ZT,Regular,0.9,2022-10-01,68521.19,28,19185.93,19185.93,0.0,None,19185.93,0.0,Reconciled
GST-020870,2022-10,Oct-2022,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2022-10-01,184703.66,5,9235.18,9235.18,0.0,None,9235.18,0.0,Reconciled
GST-020871,2022-10,Oct-2022,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2022-10-01,23925.67,12,2871.08,2871.08,0.0,None,2871.08,0.0,Reconciled
GST-020872,2022-10,Oct-2022,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2022-10-01,44332.89,5,2216.64,2216.64,0.0,None,2216.64,0.0,Reconciled
GST-020873,2022-10,Oct-2022,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2022-10-01,124693.79,12,14963.25,14963.25,0.0,None,14963.25,0.0,Reconciled
GST-020874,2022-10,Oct-2022,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2022-10-01,49967.05,18,8994.07,8994.07,0.0,None,8994.07,0.0,Reconciled
GST-020875,2022-10,Oct-2022,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2022-10-01,37013.02,28,10363.65,10363.65,0.0,None,10363.65,0.0,Reconciled
GST-020876,2022-10,Oct-2022,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2022-10-01,153351.91,12,18402.23,18402.23,0.0,None,18402.23,0.0,Reconciled
GST-020877,2022-10,Oct-2022,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2022-10-01,137774.37,12,16532.92,16532.92,0.0,None,16532.92,0.0,Reconciled
GST-020878,2022-10,Oct-2022,Vendor G - ColdStorage,09GGGGY7890R1ZS,Regular,0.85,2022-10-01,105837.02,18,19050.66,19050.66,0.0,None,19050.66,0.0,Reconciled
GST-020879,2022-10,Oct-2022,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2022-10-01,150660.57,18,27118.9,27118.9,0.0,None,27118.9,0.0,Reconciled
GST-020880,2022-10,Oct-2022,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2022-10-01,122155.13,28,34203.44,34203.44,0.0,None,34203.44,0.0,Reconciled
GST-020881,2022-10,Oct-2022,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2022-10-01,194664.03,28,54505.93,54505.93,0.0,None,54505.93,0.0,Reconciled
GST-020882,2022-10,Oct-2022,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2022-10-01,126973.6,18,22855.25,22855.25,0.0,None,22855.25,0.0,Reconciled
GST-020883,2022-10,Oct-2022,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2022-10-01,215681.06,5,10784.05,10784.05,0.0,None,10784.05,0.0,Reconciled
GST-020884,2022-10,Oct-2022,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2022-10-01,85132.2,28,23837.02,0.0,-23837.02,Missing in 2B,0.0,23837.02,Mismatch
GST-020885,2022-10,Oct-2022,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2022-10-01,120354.98,5,6017.75,6017.75,0.0,None,6017.75,0.0,Reconciled
GST-020886,2022-10,Oct-2022,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2022-10-01,66875.19,18,12037.53,6379.61,-5657.92,Short in 2B,6379.61,5657.92,Mismatch
GST-020887,2022-10,Oct-2022,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2022-10-01,184836.14,12,22180.34,22180.34,0.0,None,22180.34,0.0,Reconciled
GST-020888,2022-10,Oct-2022,Vendor H - ContainerWorld,24HHHHZ2345R1ZR,Regular,0.93,2022-10-01,163647.87,5,8182.39,8182.39,0.0,None,8182.39,0.0,Reconciled
GST-020889,2022-10,Oct-2022,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2022-10-01,93350.72,18,16803.13,0.0,-16803.13,Missing in 2B,0.0,16803.13,Mismatch
GST-020890,2022-10,Oct-2022,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2022-10-01,17082.87,18,3074.92,0.0,-3074.92,Missing in 2B,0.0,3074.92,Mismatch
GST-020891,2022-10,Oct-2022,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2022-10-01,36105.86,12,4332.7,7702.45,3369.75,Excess in 2B,4332.7,0.0,Mismatch
GST-020892,2022-10,Oct-2022,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2022-10-01,189011.89,5,9450.59,0.0,-9450.59,Missing in 2B,0.0,9450.59,Mismatch
GST-020893,2022-10,Oct-2022,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2022-10-01,208152.76,5,10407.64,10407.64,0.0,None,10407.64,0.0,Reconciled
GST-020894,2022-10,Oct-2022,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2022-10-01,213791.54,12,25654.98,19731.36,-5923.62,Short in 2B,19731.36,5923.62,Mismatch
GST-020895,2022-10,Oct-2022,Vendor I - ChemSupplies,22IIIIX6789R1ZQ,Regular,0.68,2022-10-01,80878.6,28,22646.01,22646.01,0.0,None,22646.01,0.0,Reconciled
