snapshot_date,sku,product_name,category,warehouse,current_stock_kg,avg_daily_sales,days_no_movement,last_sale_date,lead_time_days,safety_stock,reorder_point,ideal_stock,needs_reorder,unit_cost_inr,total_value_inr,monthly_holding_cost,aging_bucket,is_dead_stock,health_score,supplier
2023-05-01,CL001,Collagen Peptides 250g,Finished Good,Pune WH,36,22.11,4,2023-04-27,20,221,663,663,1,1450,52200,1044.0,Active (0-30d),0,98.7,SUP-04
2023-05-01,CR001,Creatine Monohydrate,Finished Good,Bangalore WH,440,25.13,32,2023-03-30,13,163,489,753,1,800,352000,7040.0,Slow (31-60d),0,6.4,SUP-09
2023-05-01,CR001,Creatine Monohydrate,Finished Good,Delhi WH,302,24.83,30,2023-04-01,18,223,669,744,1,800,241600,4832.0,Active (0-30d),0,14.6,SUP-06
2023-05-01,CR001,Creatine Monohydrate,Finished Good,Mumbai WH,553,18.15,27,2023-04-04,21,190,571,544,1,800,442400,8848.0,Active (0-30d),0,0.5,SUP-04
2023-05-01,CR001,Creatine Monohydrate,Finished Good,Pune WH,147,19.9,36,2023-03-26,22,218,655,597,1,800,117600,2352.0,Slow (31-60d),0,28.3,SUP-08
2023-05-01,EW001,Egg White Protein 1kg,Finished Good,Bangalore WH,209,1.54,124,2022-12-28,8,6,18,46,0,1900,397100,7942.0,Dead (90+d),1,0.0,SUP-11
2023-05-01,EW001,Egg White Protein 1kg,Finished Good,Delhi WH,725,1.45,169,2022-11-13,19,13,40,43,0,1900,1377500,27550.0,Dead (90+d),1,0.0,SUP-05
2023-05-01,EW001,Egg White Protein 1kg,Finished Good,Mumbai WH,266,1.46,151,2022-12-01,16,11,34,43,0,1900,505400,10108.0,Dead (90+d),1,0.0,SUP-05
2023-05-01,EW001,Egg White Protein 1kg,Finished Good,Pune WH,571,0.8,44,2023-03-18,15,5,16,23,0,1900,1084900,21698.0,Slow (31-60d),0,0.0,SUP-09
2023-05-01,MG001,Mass Gainer 3kg,Finished Good,Bangalore WH,252,12.98,17,2023-04-14,14,90,271,389,1,4200,1058400,21168.0,Active (0-30d),0,9.7,SUP-08
2023-05-01,MG001,Mass Gainer 3kg,Finished Good,Delhi WH,132,10.46,20,2023-04-11,13,67,202,313,1,4200,554400,11088.0,Active (0-30d),0,16.9,SUP-01
2023-05-01,MG001,Mass Gainer 3kg,Finished Good,Mumbai WH,507,11.56,13,2023-04-18,18,104,312,346,0,4200,2129400,42588.0,Active (0-30d),0,0.0,SUP-03
2023-05-01,MG001,Mass Gainer 3kg,Finished Good,Pune WH,257,0.97,175,2022-11-07,17,8,24,29,0,4200,1079400,21588.0,Dead (90+d),1,0.0,SUP-09
2023-05-01,PP001,Plant Protein 1kg,Finished Good,Bangalore WH,192,34.74,31,2023-03-31,17,295,885,1042,1,1750,336000,6720.0,Slow (31-60d),0,43.7,SUP-05
2023-05-01,PP001,Plant Protein 1kg,Finished Good,Delhi WH,442,2.9,198,2022-10-15,24,34,103,87,0,1750,773500,15470.0,Dead (90+d),1,0.0,SUP-05
2023-05-01,PP001,Plant Protein 1kg,Finished Good,Mumbai WH,405,33.29,26,2023-04-05,16,266,798,998,1,1750,708750,14175.0,Active (0-30d),0,15.9,SUP-07
2023-05-01,PP001,Plant Protein 1kg,Finished Good,Pune WH,327,27.17,25,2023-04-06,22,298,895,815,1,1750,572250,11445.0,Active (0-30d),0,16.5,SUP-02
2023-05-01,RM001,Whey Concentrate WPC,Raw Material,Bangalore WH,85,55.51,40,2023-03-22,10,277,832,1665,1,850,72250,1445.0,Slow (31-60d),0,86.7,SUP-06
2023-05-01,RM001,Whey Concentrate WPC,Raw Material,Delhi WH,243,65.67,41,2023-03-21,20,656,1969,1970,1,850,206550,4131.0,Slow (31-60d),0,67.1,SUP-07
2023-05-01,RM001,Whey Concentrate WPC,Raw Material,Mumbai WH,148,68.15,43,2023-03-19,14,477,1431,2044,1,850,125800,2516.0,Slow (31-60d),0,85.7,SUP-03
2023-05-01,RM001,Whey Concentrate WPC,Raw Material,Pune WH,253,72.24,25,2023-04-06,20,722,2166,2167,1,850,215050,4301.0,Active (0-30d),0,77.0,SUP-09
2023-05-01,RM002,Casein Powder,Raw Material,Bangalore WH,555,17.22,34,2023-03-28,14,120,361,516,0,920,510600,10212.0,Slow (31-60d),0,0.0,SUP-07
2023-05-01,RM002,Casein Powder,Raw Material,Delhi WH,230,17.05,36,2023-03-26,10,85,255,511,1,920,211600,4232.0,Slow (31-60d),0,10.1,SUP-04
2023-05-01,RM002,Casein Powder,Raw Material,Mumbai WH,437,19.72,19,2023-04-12,12,118,354,591,0,920,402040,8040.8,Active (0-30d),0,7.2,SUP-08
2023-05-01,RM002,Casein Powder,Raw Material,Pune WH,424,23.58,9,2023-04-22,19,223,670,707,1,920,390080,7801.6,Active (0-30d),0,13.6,SUP-04
2023-05-01,RM003,Soy Protein Isolate,Raw Material,Bangalore WH,208,2.95,89,2023-02-01,19,28,84,88,0,780,162240,3244.8,Very Slow (61-90d),0,0.0,SUP-10
2023-05-01,RM003,Soy Protein Isolate,Raw Material,Delhi WH,790,2.51,109,2023-01-12,8,10,30,75,0,780,616200,12324.0,Dead (90+d),1,0.0,SUP-02
2023-05-01,RM003,Soy Protein Isolate,Raw Material,Mumbai WH,322,5.43,148,2022-12-04,9,24,72,163,0,780,251160,5023.2,Dead (90+d),1,0.0,SUP-08
2023-05-01,RM003,Soy Protein Isolate,Raw Material,Pune WH,166,3.83,129,2022-12-23,10,19,57,114,0,780,129480,2589.6,Dead (90+d),1,0.0,SUP-07
2023-05-01,RM004,BCAA Powder Bulk,Raw Material,Bangalore WH,418,23.3,5,2023-04-26,13,151,453,699,1,1100,459800,9196.0,Active (0-30d),0,15.0,SUP-09
2023-05-01,RM004,BCAA Powder Bulk,Raw Material,Delhi WH,137,14.47,44,2023-03-18,22,159,477,434,1,1100,150700,3014.0,Slow (31-60d),0,16.8,SUP-11
2023-05-01,RM004,BCAA Powder Bulk,Raw Material,Mumbai WH,132,13.56,32,2023-03-30,21,142,426,406,1,1100,145200,2904.0,Slow (31-60d),0,19.9,SUP-11
2023-05-01,RM004,BCAA Powder Bulk,Raw Material,Pune WH,419,14.59,4,2023-04-27,24,175,525,437,1,1100,460900,9218.0,Active (0-30d),0,9.1,SUP-03
2023-05-01,RM005,Collagen Hydrolysate,Raw Material,Bangalore WH,98,2.37,178,2022-11-04,12,14,42,71,0,650,63700,1274.0,Dead (90+d),1,0.0,SUP-10
2023-05-01,RM005,Collagen Hydrolysate,Raw Material,Delhi WH,612,1.78,176,2022-11-06,11,9,28,53,0,650,397800,7956.0,Dead (90+d),1,0.0,SUP-05
2023-05-01,RM005,Collagen Hydrolysate,Raw Material,Mumbai WH,668,2.76,142,2022-12-10,12,16,49,82,0,650,434200,8684.0,Dead (90+d),1,0.0,SUP-01
2023-05-01,RM005,Collagen Hydrolysate,Raw Material,Pune WH,309,3.18,155,2022-11-27,7,11,33,95,0,650,200850,4017.0,Dead (90+d),1,0.0,SUP-08
2023-05-01,RM006,Maltodextrin,Raw Material,Bangalore WH,433,34.28,21,2023-04-10,20,342,1027,1028,1,120,51960,1039.2,Active (0-30d),0,16.7,SUP-08
2023-05-01,RM006,Maltodextrin,Raw Material,Delhi WH,562,43.77,19,2023-04-12,18,393,1180,1313,1,120,67440,1348.8,Active (0-30d),0,17.0,SUP-10
2023-05-01,RM006,Maltodextrin,Raw Material,Mumbai WH,332,46.37,35,2023-03-27,18,417,1251,1391,1,120,39840,796.8,Slow (31-60d),0,30.1,SUP-09
2023-05-01,RM006,Maltodextrin,Raw Material,Pune WH,419,38.79,30,2023-04-01,18,349,1047,1163,1,120,50280,1005.6,Active (0-30d),0,17.7,SUP-09
2023-05-01,RM007,Natural Flavors,Ingredient,Bangalore WH,475,1.42,149,2022-12-03,24,17,51,42,0,2200,1045000,20900.0,Dead (90+d),1,0.0,SUP-05
2023-05-01,RM007,Natural Flavors,Ingredient,Delhi WH,568,0.3,164,2022-11-18,21,3,9,8,0,2200,1249600,24992.0,Dead (90+d),1,0.0,SUP-07
2023-05-01,RM007,Natural Flavors,Ingredient,Mumbai WH,277,0.95,136,2022-12-16,10,4,13,28,0,2200,609400,12188.0,Dead (90+d),1,0.0,SUP-02
2023-05-01,RM007,Natural Flavors,Ingredient,Pune WH,180,1.28,116,2023-01-05,18,11,33,38,0,2200,396000,7920.0,Dead (90+d),1,0.0,SUP-09
2023-05-01,RM008,Sucralose,Ingredient,Bangalore WH,472,1.32,115,2023-01-06,20,13,39,39,0,3400,1604800,32096.0,Dead (90+d),1,0.0,SUP-06
2023-05-01,RM008,Sucralose,Ingredient,Delhi WH,338,1.97,110,2023-01-11,17,16,49,59,0,3400,1149200,22984.0,Dead (90+d),1,0.0,SUP-09
2023-05-01,RM008,Sucralose,Ingredient,Mumbai WH,494,0.84,146,2022-12-06,13,5,15,25,0,3400,1679600,33592.0,Dead (90+d),1,0.0,SUP-06
2023-05-01,RM008,Sucralose,Ingredient,Pune WH,659,1.14,94,2023-01-27,22,12,37,34,0,3400,2240600,44812.0,Dead (90+d),1,0.0,SUP-09
2023-05-01,RM009,Vitamin Premix,Ingredient,Bangalore WH,580,10.26,31,2023-03-31,10,51,153,307,0,1800,1044000,20880.0,Slow (31-60d),0,0.0,SUP-04
2023-05-01,RM009,Vitamin Premix,Ingredient,Delhi WH,363,9.21,39,2023-03-23,9,41,123,276,0,1800,653400,13068.0,Slow (31-60d),0,0.0,SUP-03
2023-05-01,RM009,Vitamin Premix,Ingredient,Mumbai WH,85,11.73,9,2023-04-22,13,76,228,351,1,1800,153000,3060.0,Active (0-30d),0,37.9,SUP-06
2023-05-01,RM009,Vitamin Premix,Ingredient,Pune WH,233,9.88,14,2023-04-17,20,98,295,296,1,1800,419400,8388.0,Active (0-30d),0,8.0,SUP-11
2023-05-01,RM010,Packaging Material,Packaging,Bangalore WH,455,65.63,22,2023-04-09,11,360,1081,1968,1,180,81900,1638.0,Active (0-30d),0,35.8,SUP-03
2023-05-01,RM010,Packaging Material,Packaging,Delhi WH,273,68.5,2,2023-04-29,9,308,924,2055,1,180,49140,982.8,Active (0-30d),0,74.3,SUP-06
2023-05-01,RM010,Packaging Material,Packaging,Mumbai WH,400,56.99,40,2023-03-22,23,655,1965,1709,1,180,72000,1440.0,Slow (31-60d),0,29.3,SUP-02
2023-05-01,RM010,Packaging Material,Packaging,Pune WH,523,55.77,11,2023-04-20,15,418,1254,1673,1,180,94140,1882.8,Active (0-30d),0,28.3,SUP-04
2023-05-01,SP001,Soy Isolate 500g,Finished Good,Bangalore WH,672,3.12,141,2022-12-11,14,21,64,93,0,950,638400,12768.0,Dead (90+d),1,0.0,SUP-09
2023-05-01,SP001,Soy Isolate 500g,Finished Good,Delhi WH,310,2.38,34,2023-03-28,16,19,57,71,0,950,294500,5890.0,Slow (31-60d),0,0.0,SUP-06
2023-05-01,SP001,Soy Isolate 500g,Finished Good,Mumbai WH,700,3.06,172,2022-11-10,17,26,78,91,0,950,665000,13300.0,Dead (90+d),1,0.0,SUP-10
2023-05-01,SP001,Soy Isolate 500g,Finished Good,Pune WH,378,1.41,78,2023-02-12,15,10,31,42,0,950,359100,7182.0,Very Slow (61-90d),0,0.0,SUP-09
2023-05-01,WP001,Whey Protein 1kg,Finished Good,Bangalore WH,129,52.15,15,2023-04-16,9,234,703,1564,1,1800,232200,4644.0,Active (0-30d),0,95.0,SUP-03
2023-05-01,WP001,Whey Protein 1kg,Finished Good,Delhi WH,556,35.08,1,2023-04-30,10,175,525,1052,0,1800,1000800,20016.0,Active (0-30d),0,18.6,SUP-01
2023-05-01,WP001,Whey Protein 1kg,Finished Good,Mumbai WH,597,50.26,26,2023-04-05,24,603,1809,1507,1,1800,1074600,21492.0,Active (0-30d),0,16.5,SUP-10
2023-05-01,WP001,Whey Protein 1kg,Finished Good,Pune WH,44,4.14,187,2022-10-26,10,20,61,124,1,1800,79200,1584.0,Dead (90+d),1,0.0,SUP-09
2023-05-01,WP002,Whey Protein 2kg,Finished Good,Bangalore WH,364,27.74,1,2023-04-30,21,291,873,832,1,3200,1164800,23296.0,Active (0-30d),0,22.5,SUP-09
2023-05-01,WP002,Whey Protein 2kg,Finished Good,Delhi WH,466,1.96,91,2023-01-30,11,10,31,58,0,3200,1491200,29824.0,Dead (90+d),1,0.0,SUP-03
2023-05-01,WP002,Whey Protein 2kg,Finished Good,Mumbai WH,98,20.94,3,2023-04-28,19,198,595,628,1,3200,313600,6272.0,Active (0-30d),0,62.5,SUP-04
2023-05-01,WP002,Whey Protein 2kg,Finished Good,Pune WH,102,21.99,8,2023-04-23,20,219,658,659,1,3200,326400,6528.0,Active (0-30d),0,61.4,SUP-03
2023-06-01,BC001,BCAA 300g,Finished Good,Bangalore WH,226,32.71,17,2023-05-15,8,130,391,981,1,1200,271200,5424.0,Active (0-30d),0,37.6,SUP-08
2023-06-01,BC001,BCAA 300g,Finished Good,Delhi WH,321,37.26,13,2023-05-19,15,279,837,1117,1,1200,385200,7704.0,Active (0-30d),0,30.4,SUP-03
2023-06-01,BC001,BCAA 300g,Finished Good,Mumbai WH,461,24.88,24,2023-05-08,9,111,334,746,0,1200,553200,11064.0,Active (0-30d),0,8.2,SUP-09
2023-06-01,BC001,BCAA 300g,Finished Good,Pune WH,577,25.08,37,2023-04-25,9,112,337,752,0,1200,692400,13848.0,Slow (31-60d),0,0.7,SUP-03
2023-06-01,CB001,Casein Blend 1kg,Finished Good,Bangalore WH,245,21.55,21,2023-05-11,22,236,709,646,1,1600,392000,7840.0,Active (0-30d),0,19.3,SUP-05
2023-06-01,CB001,Casein Blend 1kg,Finished Good,Delhi WH,591,23.27,43,2023-04-19,18,209,627,698,1,1600,945600,18912.0,Slow (31-60d),0,0.0,SUP-09
2023-06-01,CB001,Casein Blend 1kg,Finished Good,Mumbai WH,495,15.8,28,2023-05-04,12,94,283,474,0,1600,792000,15840.0,Active (0-30d),0,0.0,SUP-03
2023-06-01,CB001,Casein Blend 1kg,Finished Good,Pune WH,175,13.69,25,2023-05-07,8,54,163,410,0,1600,280000,5600.0,Active (0-30d),0,15.0,SUP-09
2023-06-01,CL001,Collagen Peptides 250g,Finished Good,Bangalore WH,82,19.42,8,2023-05-24,21,203,610,582,1,1450,118900,2378.0,Active (0-30d),0,67.5,SUP-04
2023-06-01,CL001,Collagen Peptides 250g,Finished Good,Delhi WH,102,25.35,2,2023-05-30,19,240,721,760,1,1450,147900,2958.0,Active (0-30d),0,73.2,SUP-07
2023-06-01,CL001,Collagen Peptides 250g,Finished Good,Mumbai WH,561,2.17,129,2023-01-23,20,21,64,65,0,1450,813450,16269.0,Dead (90+d),1,0.0,SUP-10
2023-06-01,CL001,Collagen Peptides 250g,Finished Good,Pune WH,417,1.7,170,2022-12-13,15,12,37,50,0,1450,604650,12093.0,Dead (90+d),1,0.0,SUP-01
2023-06-01,CR001,Creatine Monohydrate,Finished Good,Bangalore WH,321,18.05,7,2023-05-25,13,117,351,541,1,800,256800,5136.0,Active (0-30d),0,14.5,SUP-05
2023-06-01,CR001,Creatine Monohydrate,Finished Good,Delhi WH,451,24.61,44,2023-04-18,12,147,442,738,0,800,360800,7216.0,Slow (31-60d),0,1.7,SUP-01
2023-06-01,CR001,Creatine Monohydrate,Finished Good,Mumbai WH,460,24.59,28,2023-05-04,20,245,736,737,1,800,368000,7360.0,Active (0-30d),0,6.7,SUP-03
2023-06-01,CR001,Creatine Monohydrate,Finished Good,Pune WH,337,21.9,41,2023-04-21,15,164,492,657,1,800,269600,5392.0,Slow (31-60d),0,5.8,SUP-08
2023-06-01,EW001,Egg White Protein 1kg,Finished Good,Bangalore WH,350,1.37,116,2023-02-05,18,12,36,41,0,1900,665000,13300.0,Dead (90+d),1,0.0,SUP-09
2023-06-01,EW001,Egg White Protein 1kg,Finished Good,Delhi WH,250,1.8,166,2022-12-17,7,6,18,54,0,1900,475000,9500.0,Dead (90+d),1,0.0,SUP-08
2023-06-01,EW001,Egg White Protein 1kg,Finished Good,Mumbai WH,710,1.05,98,2023-02-23,18,9,27,31,0,1900,1349000,26980.0,Dead (90+d),1,0.0,SUP-01
2023-06-01,EW001,Egg White Protein 1kg,Finished Good,Pune WH,708,0.9,55,2023-04-07,12,5,15,26,0,1900,1345200,26904.0,Slow (31-60d),0,0.0,SUP-04
2023-06-01,MG001,Mass Gainer 3kg,Finished Good,Bangalore WH,380,10.34,0,2023-06-01,24,124,372,310,0,4200,1596000,31920.0,Active (0-30d),0,3.6,SUP-01
2023-06-01,MG001,Mass Gainer 3kg,Finished Good,Delhi WH,95,15.39,44,2023-04-18,8,61,184,461,1,4200,399000,7980.0,Slow (31-60d),0,33.4,SUP-11
2023-06-01,MG001,Mass Gainer 3kg,Finished Good,Mumbai WH,524,13.01,28,2023-05-04,10,65,195,390,0,4200,2200800,44016.0,Active (0-30d),0,0.0,SUP-06
2023-06-01,MG001,Mass Gainer 3kg,Finished Good,Pune WH,592,12.75,11,2023-05-21,16,101,304,382,0,4200,2486400,49728.0,Active (0-30d),0,0.0,SUP-01
2023-06-01,PP001,Plant Protein 1kg,Finished Good,Bangalore WH,291,31.33,33,2023-04-29,21,328,985,939,1,1750,509250,10185.0,Slow (31-60d),0,21.2,SUP-07
2023-06-01,PP001,Plant Protein 1kg,Finished Good,Delhi WH,292,41.43,4,2023-05-28,9,186,558,1242,1,1750,511000,10220.0,Active (0-30d),0,41.1,SUP-01
2023-06-01,PP001,Plant Protein 1kg,Finished Good,Mumbai WH,326,40.23,17,2023-05-15,22,442,1326,1206,1,1750,570500,11410.0,Active (0-30d),0,31.2,SUP-06
2023-06-01,PP001,Plant Protein 1kg,Finished Good,Pune WH,473,38.26,8,2023-05-24,9,172,516,1147,1,1750,827750,16555.0,Active (0-30d),0,21.5,SUP-04
2023-06-01,RM001,Whey Concentrate WPC,Raw Material,Bangalore WH,187,68.27,43,2023-04-19,19,648,1945,2048,1,850,158950,3179.0,Slow (31-60d),0,85.7,SUP-01
2023-06-01,RM001,Whey Concentrate WPC,Raw Material,Delhi WH,60,59.77,38,2023-04-24,17,508,1524,1793,1,850,51000,1020.0,Slow (31-60d),0,87.3,SUP-01
2023-06-01,RM001,Whey Concentrate WPC,Raw Material,Mumbai WH,568,71.46,40,2023-04-22,13,464,1392,2143,1,850,482800,9656.0,Slow (31-60d),0,24.3,SUP-07
2023-06-01,RM001,Whey Concentrate WPC,Raw Material,Pune WH,320,76.38,25,2023-05-07,14,534,1603,2291,1,850,272000,5440.0,Active (0-30d),0,63.1,SUP-09
2023-06-01,RM002,Casein Powder,Raw Material,Bangalore WH,431,2.53,104,2023-02-17,15,18,55,75,0,920,396520,7930.4,Dead (90+d),1,0.0,SUP-07
2023-06-01,RM002,Casein Powder,Raw Material,Delhi WH,343,25.96,29,2023-05-03,11,142,427,778,1,920,315560,6311.2,Active (0-30d),0,13.0,SUP-03
2023-06-01,RM002,Casein Powder,Raw Material,Mumbai WH,193,24.87,22,2023-05-10,23,286,858,746,1,920,177560,3551.2,Active (0-30d),0,31.1,SUP-04
2023-06-01,RM002,Casein Powder,Raw Material,Pune WH,124,20.18,9,2023-05-23,16,161,483,605,1,920,114080,2281.6,Active (0-30d),0,45.4,SUP-02
2023-06-01,RM003,Soy Protein Isolate,Raw Material,Bangalore WH,130,2.83,41,2023-04-21,19,26,79,84,0,780,101400,2028.0,Slow (31-60d),0,0.0,SUP-10
2023-06-01,RM003,Soy Protein Isolate,Raw Material,Delhi WH,503,0.56,105,2023-02-16,14,3,10,16,0,780,392340,7846.8,Dead (90+d),1,0.0,SUP-02
2023-06-01,RM003,Soy Protein Isolate,Raw Material,Mumbai WH,612,2.02,147,2023-01-05,9,9,27,60,0,780,477360,9547.2,Dead (90+d),1,0.0,SUP-04
2023-06-01,RM003,Soy Protein Isolate,Raw Material,Pune WH,406,4.01,91,2023-03-02,12,24,72,120,0,780,316680,6333.6,Dead (90+d),1,0.0,SUP-05
2023-06-01,RM004,BCAA Powder Bulk,Raw Material,Bangalore WH,82,16.04,22,2023-05-10,10,80,240,481,1,1100,90200,1804.0,Active (0-30d),0,50.7,SUP-01
2023-06-01,RM004,BCAA Powder Bulk,Raw Material,Delhi WH,49,21.22,43,2023-04-19,18,191,573,636,1,1100,53900,1078.0,Slow (31-60d),0,85.7,SUP-09
2023-06-01,RM004,BCAA Powder Bulk,Raw Material,Mumbai WH,457,17.24,42,2023-04-20,15,129,387,517,0,1100,502700,10054.0,Slow (31-60d),0,0.0,SUP-05
2023-06-01,RM004,BCAA Powder Bulk,Raw Material,Pune WH,309,17.25,27,2023-05-05,7,60,180,517,0,1100,339900,6798.0,Active (0-30d),0,7.7,SUP-01
2023-06-01,RM005,Collagen Hydrolysate,Raw Material,Bangalore WH,737,2.74,145,2023-01-07,10,13,40,82,0,650,479050,9581.0,Dead (90+d),1,0.0,SUP-01
2023-06-01,RM005,Collagen Hydrolysate,Raw Material,Delhi WH,476,2.79,155,2022-12-28,11,15,45,83,0,650,309400,6188.0,Dead (90+d),1,0.0,SUP-08
2023-06-01,RM005,Collagen Hydrolysate,Raw Material,Mumbai WH,608,2.02,177,2022-12-06,24,24,72,60,0,650,395200,7904.0,Dead (90+d),1,0.0,SUP-03
2023-06-01,RM005,Collagen Hydrolysate,Raw Material,Pune WH,483,1.69,98,2023-02-23,9,7,22,50,0,650,313950,6279.0,Dead (90+d),1,0.0,SUP-11
2023-06-01,RM006,Maltodextrin,Raw Material,Bangalore WH,141,50.94,36,2023-04-26,12,305,916,1528,1,120,16920,338.4,Slow (31-60d),0,88.0,SUP-04
2023-06-01,RM006,Maltodextrin,Raw Material,Delhi WH,253,46.15,5,2023-05-27,16,369,1107,1384,1,120,30360,607.2,Active (0-30d),0,52.8,SUP-05
2023-06-01,RM006,Maltodextrin,Raw Material,Mumbai WH,576,30.38,3,2023-05-29,17,258,774,911,1,120,69120,1382.4,Active (0-30d),0,14.8,SUP-11
2023-06-01,RM006,Maltodextrin,Raw Material,Pune WH,220,34.92,28,2023-05-04,23,401,1204,1047,1,120,26400,528.0,Active (0-30d),0,38.1,SUP-06
2023-06-01,RM007,Natural Flavors,Ingredient,Bangalore WH,546,1.62,114,2023-02-07,18,14,43,48,0,2200,1201200,24024.0,Dead (90+d),1,0.0,SUP-11
2023-06-01,RM007,Natural Flavors,Ingredient,Delhi WH,428,1.86,116,2023-02-05,19,17,52,55,0,2200,941600,18832.0,Dead (90+d),1,0.0,SUP-03
2023-06-01,RM007,Natural Flavors,Ingredient,Mumbai WH,117,1.17,98,2023-02-23,8,4,13,35,0,2200,257400,5148.0,Dead (90+d),1,0.0,SUP-06
2023-06-01,RM007,Natural Flavors,Ingredient,Pune WH,408,1.63,97,2023-02-24,9,7,21,49,0,2200,897600,17952.0,Dead (90+d),1,0.0,SUP-02
2023-06-01,RM008,Sucralose,Ingredient,Bangalore WH,734,1.8,76,2023-03-17,17,15,45,54,0,3400,2495600,49912.0,Very Slow (61-90d),0,0.0,SUP-07
2023-06-01,RM008,Sucralose,Ingredient,Delhi WH,569,1.78,57,2023-04-05,8,7,21,53,0,3400,1934600,38692.0,Slow (31-60d),0,0.0,SUP-11
2023-06-01,RM008,Sucralose,Ingredient,Mumbai WH,188,1.6,46,2023-04-16,11,8,25,48,0,3400,639200,12784.0,Slow (31-60d),0,0.0,SUP-07
2023-06-01,RM008,Sucralose,Ingredient,Pune WH,525,1.69,34,2023-04-28,20,16,49,50,0,3400,1785000,35700.0,Slow (31-60d),0,0.0,SUP-10
2023-06-01,RM009,Vitamin Premix,Ingredient,Bangalore WH,518,14.63,16,2023-05-16,24,175,526,438,1,1800,932400,18648.0,Active (0-30d),0,0.0,SUP-03
2023-06-01,RM009,Vitamin Premix,Ingredient,Delhi WH,247,12.16,37,2023-04-25,21,127,382,364,1,1800,444600,8892.0,Slow (31-60d),0,2.4,SUP-11
2023-06-01,RM009,Vitamin Premix,Ingredient,Mumbai WH,543,9.47,5,2023-05-27,22,104,312,284,0,1800,977400,19548.0,Active (0-30d),0,0.0,SUP-04
2023-06-01,RM009,Vitamin Premix,Ingredient,Pune WH,384,9.84,34,2023-04-28,19,93,280,295,0,1800,691200,13824.0,Slow (31-60d),0,0.0,SUP-01
2023-06-01,RM010,Packaging Material,Packaging,Bangalore WH,585,42.94,9,2023-05-23,22,472,1416,1288,1,180,105300,2106.0,Active (0-30d),0,19.0,SUP-02
2023-06-01,RM010,Packaging Material,Packaging,Delhi WH,32,62.72,30,2023-05-02,17,533,1599,1881,1,180,5760,115.2,Active (0-30d),0,90.0,SUP-03
2023-06-01,RM010,Packaging Material,Packaging,Mumbai WH,356,6.8,127,2023-01-25,9,30,91,203,0,180,64080,1281.6,Dead (90+d),1,0.0,SUP-11
2023-06-01,RM010,Packaging Material,Packaging,Pune WH,566,7.01,108,2023-02-13,24,84,252,210,0,180,101880,2037.6,Dead (90+d),1,0.0,SUP-08
2023-06-01,SP001,Soy Isolate 500g,Finished Good,Bangalore WH,686,1.62,139,2023-01-13,22,17,52,48,0,950,651700,13034.0,Dead (90+d),1,0.0,SUP-01
2023-06-01,SP001,Soy Isolate 500g,Finished Good,Delhi WH,383,0.92,70,2023-03-23,14,6,18,27,0,950,363850,7277.0,Very Slow (61-90d),0,0.0,SUP-02
2023-06-01,SP001,Soy Isolate 500g,Finished Good,Mumbai WH,425,1.52,81,2023-03-12,9,6,19,45,0,950,403750,8075.0,Very Slow (61-90d),0,0.0,SUP-09
2023-06-01,SP001,Soy Isolate 500g,Finished Good,Pune WH,481,2.2,41,2023-04-21,24,26,78,65,0,950,456950,9139.0,Slow (31-60d),0,0.0,SUP-05
2023-06-01,WP001,Whey Protein 1kg,Finished Good,Bangalore WH,406,55.97,44,2023-04-18,14,391,1174,1678,1,1800,730800,14616.0,Slow (31-60d),0,26.6,SUP-06
2023-06-01,WP001,Whey Protein 1kg,Finished Good,Delhi WH,229,43.59,41,2023-04-21,8,174,522,1307,1,1800,412200,8244.0,Slow (31-60d),0,43.2,SUP-07
2023-06-01,WP001,Whey Protein 1kg,Finished Good,Mumbai WH,504,39.93,20,2023-05-12,21,419,1257,1198,1,1800,907200,18144.0,Active (0-30d),0,17.1,SUP-08
2023-06-01,WP001,Whey Protein 1kg,Finished Good,Pune WH,239,32.4,0,2023-06-01,22,356,1068,972,1,1800,430200,8604.0,Active (0-30d),0,40.5,SUP-11
2023-06-01,WP002,Whey Protein 2kg,Finished Good,Bangalore WH,279,34.42,27,2023-05-05,11,189,567,1032,1,3200,892800,17856.0,Active (0-30d),0,27.9,SUP-09
2023-06-01,WP002,Whey Protein 2kg,Finished Good,Delhi WH,35,26.62,0,2023-06-01,19,252,757,798,1,3200,112000,2240.0,Active (0-30d),0,100.0,SUP-02
2023-06-01,WP002,Whey Protein 2kg,Finished Good,Mumbai WH,279,29.94,29,2023-05-03,15,224,673,898,1,3200,892800,17856.0,Active (0-30d),0,22.4,SUP-11
2023-06-01,WP002,Whey Protein 2kg,Finished Good,Pune WH,150,20.09,32,2023-04-30,11,110,331,602,1,3200,480000,9600.0,Slow (31-60d),0,29.3,SUP-03
2023-07-01,BC001,BCAA 300g,Finished Good,Bangalore WH,160,37.38,18,2023-06-13,18,336,1008,1121,1,1200,192000,3840.0,Active (0-30d),0,63.7,SUP-03
2023-07-01,BC001,BCAA 300g,Finished Good,Delhi WH,596,25.87,42,2023-05-20,18,232,697,776,1,1200,715200,14304.0,Slow (31-60d),0,0.0,SUP-04
2023-07-01,BC001,BCAA 300g,Finished Good,Mumbai WH,409,37.93,4,2023-06-27,17,322,966,1137,1,1200,490800,9816.0,Active (0-30d),0,26.4,SUP-09
