date,test_id,abcd,category,region,warehouse,batch_id,current_stock,avg_daily_sales,lead_time_days,safety_stock,reorder_point,max_stock_level,expiry_date,last_sale_date,supplier_id,supplier_reliability,inward_qty,outward_qty,adjustment_qty,aging_bucket,unit_cost,total_stock_value
2025-01-16,P032,Product_P032,Capsule,North,WH1,dfa3dd1c,341,28.7232961872088,11,148.79709490591,464.753352965207,1154,2025-08-25,2024-09-24,S8,0.767983424003339,138,343,-2,90+,48.1131239041315,16406.5752513088
2025-01-16,P040,Product_P040,Syrup,East,WH3,5238e50c,1051,30.9617169500574,7,38.3450866545669,255.077105304969,1800,2025-06-13,2024-12-11,S19,0.801619842502957,176,298,-15,30-60,23.3253386654253,24514.930937362
2025-01-16,P032,Product_P032,Tablet,North,WH3,4ff805e5,1378,22.346594732369,7,35.1570577104995,191.583220837082,2327,2025-08-17,2024-12-20,S1,0.987591861278011,96,207,-47,90+,4.02861457377191,5551.43088265769
2025-01-16,P009,Product_P009,Injection,East,WH3,b08bfd0d,1602,48.4357426910859,13,292.97860175353,922.643256737648,2051,2025-06-12,2024-10-03,S9,0.918621743985875,9,210,16,90+,41.0529845179994,65766.881197835
2025-01-16,P027,Product_P027,Tablet,East,WH3,69b35fa5,1710,11.4099165825782,9,20.5155952108923,123.204844454096,2071,2025-07-04,2024-10-22,S4,0.900406185694386,128,245,38,60-90,10.0469904100211,17180.3536011361
2025-01-16,P021,Product_P021,Tablet,West,WH1,1740008c,1504,41.3022378152211,9,146.446709686064,518.166850023054,1997,2025-10-25,2025-01-02,S14,0.825814737628021,276,376,-46,60-90,45.2182386310191,68008.2309010527
2025-01-16,P048,Product_P048,Injection,East,WH3,eb8a24e4,738,33.2744063920486,6,28.4179324476649,228.064370799956,1663,2025-07-15,2024-11-14,S3,0.862568144610304,179,199,24,30-60,39.2194280186167,28943.9378777391
2025-01-16,P045,Product_P045,Topical,East,WH1,223f6655,1220,6.81674567994646,17,38.7091180706138,154.593794629704,2004,2025-04-14,2024-09-27,S2,0.709408599353684,29,266,41,90+,6.05998543487737,7393.1822305504
2025-01-16,P026,Product_P026,Topical,East,WH3,06eb995b,1913,28.5015282256713,17,207.132962752541,691.658942588952,2718,2025-05-28,2024-10-14,S15,0.733553382272288,344,75,-50,0-30,12.0995596757692,23146.4576597464
2025-01-16,P047,Product_P047,Tablet,North,WH1,452ff45d,1358,29.3039559628767,10,134.533707718704,427.573267347471,1766,2025-03-08,2024-12-10,S3,0.805142341002137,174,272,-34,60-90,8.64575475565887,11740.9349581847
2025-01-16,P038,Product_P038,Tablet,West,WH2,2e470ab9,1262,45.7317297920922,7,60.3415700536576,380.463678598303,1533,2025-07-07,2024-11-24,S13,0.787952908346292,162,59,-45,30-60,34.5094561399318,43550.933648594
2025-01-16,P025,Product_P025,Capsule,South,WH3,d3fe9402,570,24.3042133992784,8,38.869021718781,233.302728913008,1217,2025-10-14,2024-12-30,S4,0.907278450168744,12,390,-7,90+,26.1027169974669,14878.5486885562
2025-01-16,P043,Product_P043,Injection,East,WH1,e042dc1f,1951,32.7635589717228,8,83.9442619161894,346.052733689971,2272,2025-03-30,2024-10-05,S17,0.979055819516655,354,287,-15,90+,27.0513901644597,52777.2622108608
2025-01-16,P014,Product_P014,Topical,West,WH3,4.1E+136,1743,20.3677064561267,8,52.5537669093306,215.495418558344,2674,2025-08-23,2025-01-13,S13,0.850300091169817,193,286,-48,90+,25.6189370711524,44653.8073150187
2025-01-16,P043,Product_P043,Tablet,East,WH1,5f2965d2,370,41.9884260402836,11,218.799089110471,680.671775553591,672,2025-06-19,2024-11-21,S16,0.918195385868098,145,369,18,90+,21.994437288591,8137.94179677866
2025-01-17,P043,Product_P043,Topical,East,WH1,28dfd881,493,1.39489606376387,12,7.32933680508697,24.0680895702534,1312,2025-02-19,2024-10-17,S6,0.944821574332982,423,377,45,0-30,16.9353486175344,8349.12686844443
2025-01-17,P003,Product_P003,Capsule,East,WH3,0604c96f,848,48.939384565786,8,89.9460171409129,481.461093667201,1463,2025-09-17,2024-09-20,S6,0.738397337913972,149,367,-40,0-30,49.8835182903179,42301.2235101896
2025-01-17,P012,Product_P012,Tablet,South,WH1,b74be06d,1106,15.9201341046986,13,35.6953772561412,242.657120617223,1430,2025-08-09,2024-11-10,S15,0.965913193978266,280,236,-26,60-90,45.0002676955416,49770.2960712691
2025-01-17,P046,Product_P046,Capsule,South,WH3,faf58332,115,40.4432227895635,13,191.7387773786,717.500673642925,362,2025-09-29,2025-01-08,S3,0.940743785069396,213,172,-44,90+,43.5520666733998,5008.48766744097
2025-01-17,P012,Product_P012,Tablet,South,WH2,7e746a70,1778,3.48050114118463,15,13.9916996666321,66.1992167844016,2507,2025-08-21,2024-10-20,S16,0.928337867863289,430,238,-3,30-60,29.8292588281745,53036.4221964943
2025-01-17,P013,Product_P013,Injection,East,WH2,420d6175,590,27.6657344626814,15,130.366685497406,545.352702437627,861,2025-11-05,2024-11-16,S15,0.75638981688519,379,11,-38,30-60,40.4767914628038,23881.3069630542
2025-01-17,P017,Product_P017,Injection,North,WH1,52201c0f,1884,5.40589599812541,8,12.1102214314475,55.3573894164508,2258,2025-05-02,2024-10-09,S16,0.892210919520819,179,123,-14,0-30,17.3856577704487,32754.5792395253
2025-01-17,P036,Product_P036,Injection,East,WH1,2639100c,1011,29.027798035896,9,105.561890833326,366.812073156391,1495,2025-07-13,2024-12-24,S6,0.818237573492915,223,271,-33,90+,29.6570929527552,29983.3209752355
2025-01-17,P019,Product_P019,Capsule,North,WH3,0a9929cb,691,32.4337195815563,17,131.186602944318,682.559835830775,1257,2026-01-10,2024-10-07,S19,0.769754159702243,238,334,6,90+,33.9815144146496,23481.2264605229
2025-01-17,P004,Product_P004,Capsule,South,WH1,423be2ef,277,8.65953156473418,18,48.9531701997338,204.824738364949,776,2025-12-02,2024-11-02,S10,0.846339517136232,67,146,43,90+,33.3117251420179,9227.34786433895
2025-01-17,P021,Product_P021,Topical,East,WH3,6468d2c8,1161,49.2735531994431,6,80.9302144471484,376.571533643807,1490,2025-08-28,2024-11-19,S17,0.887009754616344,422,244,-20,90+,14.6679657276004,17029.508209744
2025-01-18,P021,Product_P021,Injection,East,WH2,3aa26062,1248,26.656426810478,16,49.4980176773418,476.000846644989,1795,2026-01-03,2024-12-03,S10,0.874716250904002,259,107,-32,90+,15.1037336437287,18849.4595873734
2025-01-18,P050,Product_P050,Syrup,East,WH1,d258ceca,880,7.61892716506227,7,19.7646741801916,73.0971643356275,1261,2025-12-18,2025-01-03,S2,0.824428087097773,165,283,-26,90+,12.0873490701561,10636.8671817374
2025-01-18,P042,Product_P042,Tablet,North,WH1,1bb9ce34,1743,32.9595323034896,19,77.6384554011125,703.869569167415,2179,2025-03-10,2024-11-23,S18,0.912903865122077,161,159,39,60-90,46.5141179424327,81074.1075736602
2025-01-18,P040,Product_P040,Tablet,West,WH2,bb28aec8,787,1.67043832327337,13,4.41776860057586,26.1334668031297,1025,2025-04-17,2024-11-14,S1,0.910033812974749,410,385,-20,30-60,48.2998334578896,38011.9689313591
2025-01-18,P029,Product_P029,Injection,North,WH1,59bc0321,845,2.20952370400465,9,2.54055169340708,22.4262650294489,1702,2025-09-20,2025-01-05,S2,0.817911255834247,453,35,-6,90+,36.6151027213636,30939.7617995523
2025-01-18,P016,Product_P016,Topical,West,WH1,f85754f9,1553,16.0864327187962,17,101.690475163967,375.159831383503,2046,2025-08-30,2024-12-27,S13,0.763188500091756,451,148,27,90+,16.8529902117891,26172.6937989084
2025-01-18,P045,Product_P045,Topical,East,WH2,0df7e9d7,1333,7.59423708810128,16,57.0724183235357,178.580211733156,2027,2025-04-01,2024-10-13,S5,0.81658789289759,103,255,27,60-90,44.6688035801165,59543.5151722953
2025-01-18,P031,Product_P031,Syrup,North,WH3,d23d62d8,935,8.26265564286691,18,47.0157973403924,195.743598911997,1385,2025-09-16,2024-12-15,S5,0.72466635179188,408,94,-29,90+,49.4529410380691,46238.4998705946
2025-01-18,P027,Product_P027,Tablet,West,WH3,5d420927,1610,24.5223214881942,16,54.4034308392068,446.760574650314,2375,2025-04-11,2024-10-21,S16,0.868987190309958,192,382,7,90+,16.596900639925,26721.0100302793
2025-01-18,P002,Product_P002,Topical,West,WH2,98db0e6e,187,30.0227671820427,7,51.6715208973942,261.830891171693,1061,2025-09-01,2024-10-20,S12,0.903177333954391,72,166,-47,0-30,36.782210286949,6878.27332365946
2025-01-18,P045,Product_P045,Syrup,North,WH1,0982efcb,110,2.258792598601,10,5.03737670221349,27.6253026882235,352,2025-09-15,2024-11-08,S8,0.731332922219158,25,298,26,90+,38.8040910379259,4268.45001417185
2025-01-18,P019,Product_P019,Syrup,West,WH3,a0cfd7ba,1065,27.6728994940817,18,59.3933655311343,557.505556424605,1675,2025-02-27,2024-12-12,S2,0.89990001950978,429,371,-9,60-90,48.8745521507136,52051.39804051
2025-01-18,P008,Product_P008,Syrup,West,WH2,0b7a6485,1340,44.7881274139606,11,175.580581413309,668.249982966875,1863,2025-07-20,2024-10-09,S14,0.973057287292841,420,45,2,60-90,46.2812780796527,62016.9126267346
2025-01-18,P013,Product_P013,Tablet,North,WH2,30a93689,1098,15.8478578421195,8,46.9432770684846,173.72613980544,1777,2025-12-18,2025-01-12,S14,0.807307112001416,488,214,-6,0-30,16.5811450156764,18206.0972272127
2025-01-18,P043,Product_P043,Tablet,South,WH1,560233b6,781,4.03980141781029,7,3.69570694962356,31.9743168742956,1314,2025-03-23,2024-12-20,S17,0.733100591099793,499,92,-6,60-90,23.1522432437569,18081.9019733742
2025-01-18,P025,Product_P025,Syrup,South,WH2,0be0d585,243,31.0849933573963,9,77.4426754538648,357.207615670431,948,2026-01-02,2024-10-24,S10,0.739253076142252,496,168,23,90+,13.861058670942,3368.2372570389
2025-01-18,P048,Product_P048,Topical,South,WH2,b18aff3c,948,43.5402954709987,5,32.814058564831,250.515535919825,1335,2025-02-20,2025-01-02,S4,0.716983938532515,0,70,43,90+,43.7237400027448,41450.105522602
2025-01-18,P035,Product_P035,Topical,West,WH3,a44bec0d,1306,15.4779283067112,8,16.3090452426721,140.132471696362,2049,2026-01-16,2025-01-01,S16,0.95228197154033,30,259,-14,0-30,26.6595073866759,34817.3166469988
2025-01-18,P046,Product_P046,Capsule,West,WH3,33da20de,1226,25.6220529645197,18,60.9124505128052,522.109403874159,1491,2025-06-04,2025-01-07,S4,0.780350082416886,454,252,-50,90+,43.8815473124365,53798.7770050471
2025-01-18,P023,Product_P023,Capsule,North,WH2,6b932cf1,18,36.3812371459855,12,183.655563231845,620.230408983671,318,2025-05-22,2024-10-10,S10,0.934805760517108,117,349,-24,90+,49.1435423405459,884.583762129826
2025-01-19,P029,Product_P029,Tablet,East,WH2,2232f3e0,1908,18.2255707424352,6,39.1028853105309,148.456309765142,2279,2025-11-18,2025-01-17,S7,0.811132456124703,420,185,-18,90+,3.36977284139026,6429.52658137262
2025-01-19,P011,Product_P011,Injection,East,WH2,622823b2,21,13.9591190166923,6,35.1697222225018,118.924436322656,670,2025-08-08,2025-01-14,S10,0.87358326803315,54,250,-35,90+,27.5145774190634,577.806125800331
2025-01-19,P028,Product_P028,Injection,East,WH3,bc9f9d14,415,24.4384386018572,14,59.5099203437667,401.648060769768,1067,2025-09-20,2024-11-12,S10,0.942798793284327,250,294,-36,90+,1.60471125695833,665.955171637705
2025-01-19,P003,Product_P003,Syrup,South,WH1,094dafe1,1317,19.9486457951549,10,50.6777474691903,250.164205420739,2105,2025-07-14,2024-11-14,S8,0.756307232023364,174,387,0,60-90,2.2646602502959,2982.55754963971
2025-01-19,P008,Product_P008,Topical,East,WH1,9e070b87,326,28.3358101073436,17,70.0482865293638,551.757058354205,540,2026-01-10,2024-10-10,S2,0.856968332173087,484,0,-41,90+,23.2596414427013,7582.64311032062
2025-01-19,P049,Product_P049,Tablet,South,WH1,f42ffb7b,1869,7.22027627399366,14,40.706800694902,141.790668530813,2488,2025-11-23,2024-12-08,S6,0.97520439344363,17,189,-38,30-60,28.1818583608354,52671.8932764013
2025-01-19,P018,Product_P018,Syrup,West,WH3,0a519d26,1695,33.851282356049,7,55.0831509057821,292.042127398125,2005,2025-07-04,2024-10-08,S1,0.986676596243255,495,322,-25,90+,27.9433447398555,47363.9693340551
2025-01-19,P024,Product_P024,Topical,North,WH1,78ef195c,849,5.75131787730581,10,19.9577428341647,77.4709216072228,1114,2025-12-15,2024-09-28,S15,0.721093134855814,113,110,4,90+,49.6332163879366,42138.6007133582
2025-01-19,P026,Product_P026,Topical,West,WH1,91c2e289,1686,31.9051547801045,15,235.11942320078,713.696744902348,2325,2025-11-19,2024-10-30,S12,0.821803191245742,186,288,-32,0-30,40.4041126842103,68121.3339855786
2025-01-19,P049,Product_P049,Topical,South,WH3,aa332202,293,7.85938145936638,7,15.6166292560124,70.632299471577,1130,2025-12-24,2024-12-29,S16,0.922986812925639,172,45,21,60-90,22.2685566279669,6524.6870919943
2025-01-19,P021,Product_P021,Tablet,North,WH1,ff125a7b,938,18.3644819663206,7,47.2667476348311,175.818121399075,1489,2025-07-25,2024-11-04,S11,0.770702561935952,404,312,-28,60-90,28.9440599978381,27149.5282779722
2025-01-19,P018,Product_P018,Syrup,East,WH3,5cbbb935,346,18.386760921615,6,12.9434827295645,123.264048259254,1191,2025-07-04,2024-09-25,S13,0.756769125857631,295,111,-6,60-90,22.5864188337767,7814.90091648675
2025-01-19,P020,Product_P020,Topical,South,WH1,a516cc03,1560,3.98550736431528,16,19.4800849993345,83.248202828379,1817,2025-12-11,2025-01-14,S11,0.913036407206055,428,74,-37,60-90,47.1322376377972,73526.2907149636
2025-01-19,P035,Product_P035,Tablet,West,WH3,9dd08f5b,343,31.6584137008063,5,38.7275535347482,197.01962203878,1291,2025-03-24,2024-11-19,S1,0.706543708394551,125,344,-35,90+,40.6113492328971,13929.6927868837
2025-01-19,P025,Product_P025,Syrup,North,WH1,4b4b2e03,1771,17.043626977939,5,17.6843860552381,102.902520944933,2409,2025-03-23,2024-10-23,S13,0.82368492670014,351,360,-3,30-60,36.4305101664338,64518.4335047542
2025-01-19,P010,Product_P010,Tablet,West,WH2,73e4d030,478,14.8809357711363,8,29.0654671940225,148.112953363113,692,2025-02-21,2024-11-18,S8,0.931610176303425,387,208,-35,90+,8.53540157014759,4079.92195053055
2025-01-19,P005,Product_P005,Topical,West,WH3,2b293c5f,771,33.4883329824342,6,85.682903893413,286.612901788018,1591,2026-01-13,2024-11-20,S9,0.714274065216821,365,255,-42,90+,1.04554142662809,806.112439930259
2025-01-19,P037,Product_P037,Topical,South,WH1,054a808a,1097,11.263332705966,17,70.8381830717018,262.314839073124,1804,2025-05-01,2024-11-29,S7,0.819097963572982,278,102,-11,60-90,32.6345262758622,35800.0753246208
2025-01-19,P023,Product_P023,Topical,South,WH2,ee61af6e,798,39.3126547368476,11,69.4274516196679,501.866653724992,1431,2025-11-20,2024-10-04,S17,0.979910795178263,121,358,41,90+,36.5794517078872,29190.402462894
2025-01-19,P003,Product_P003,Capsule,East,WH2,518dba69,978,11.1224697948673,8,35.4215869279533,124.401345286891,1903,2025-12-29,2024-11-21,S19,0.967238883653151,383,215,17,0-30,37.8126672943146,36980.7886138397
2025-01-19,P035,Product_P035,Tablet,East,WH2,a9b53c27,1167,32.4368597675647,18,137.614440210069,721.477916026234,1477,2025-10-07,2024-11-30,S8,0.873990678895709,82,41,-34,90+,43.0762079409841,50269.9346671285
2025-01-20,P034,Product_P034,Injection,North,WH2,184eb3b3,1149,34.8258194981357,11,169.067114228742,552.151128708235,1787,2025-08-11,2024-12-28,S11,0.734786353101981,481,283,-48,60-90,43.2094842586804,49647.6974132237
2025-01-20,P014,Product_P014,Syrup,South,WH1,c34dd163,1351,34.4499776471658,11,151.856557092135,530.806311210959,1729,2025-11-21,2024-10-01,S7,0.904461862842542,190,199,5,30-60,43.779114203745,59145.5832892595
2025-01-20,P045,Product_P045,Syrup,North,WH3,318a8551,1576,11.6679131359294,11,32.5178604186207,160.864904913844,1898,2026-01-15,2024-12-10,S1,0.908911359590069,488,186,30,90+,41.6067402070823,65572.2225663617
2025-01-20,P032,Product_P032,Syrup,West,WH3,f784ddcd,1391,6.16466749242665,8,14.1795219527854,63.4968618921987,1843,2026-01-01,2024-12-21,S17,0.740381584932292,337,49,27,60-90,4.47488201491098,6224.56088274118
2025-01-20,P027,Product_P027,Capsule,West,WH3,595f256d,972,14.2574035679116,7,35.1154056499782,134.917230625359,1532,2025-08-26,2024-12-20,S17,0.716286982871961,78,235,27,90+,9.40822198619431,9144.79177058087
2025-01-20,P018,Product_P018,Topical,East,WH3,a96f3a1f,391,6.97251604408125,13,14.0812213113234,104.72392988438,937,2025-12-25,2025-01-19,S17,0.952060708646895,93,92,33,60-90,21.1247530241916,8259.77843245893
2025-01-20,P022,Product_P022,Syrup,North,WH2,d1ae7a3d,847,32.7886085808559,5,25.4021053355276,189.345148239807,1488,2025-06-28,2025-01-17,S7,0.872854533570676,486,324,18,90+,1.08054409851003,915.220851437999
2025-01-20,P041,Product_P041,Topical,West,WH1,859e6d37,1898,21.5160620230565,13,39.7639953149662,319.472801614701,2709,2026-01-04,2024-10-27,S2,0.734905437100896,365,96,-33,60-90,46.5115900737064,88278.9979598947
2025-01-20,P033,Product_P033,Tablet,West,WH1,1a89e36e,160,18.0927634654729,15,107.908343892902,379.299795874995,643,2025-06-04,2024-10-08,S4,0.731328397672558,289,86,37,30-60,31.6085347399021,5057.36555838434
2025-01-20,P018,Product_P018,Topical,North,WH1,d52e0870,1102,34.6391832091194,17,178.754800960361,767.62091551539,1959,2025-08-19,2024-09-28,S2,0.986763756978062,247,145,-44,30-60,14.6928200586262,16191.4877046061
2025-01-20,P001,Product_P001,Injection,South,WH1,b082d263,473,43.0189997798443,15,133.464297791562,778.749294489225,1193,2025-10-27,2024-12-05,S12,0.735345055516601,197,127,-31,90+,1.02929900290497,486.858428374051
2025-01-20,P001,Product_P001,Tablet,North,WH3,196b0303,950,10.0610945758901,10,32.4188416327472,133.029787391648,1760,2025-04-21,2024-12-22,S11,0.842957521780199,424,41,47,0-30,17.6268189471298,16745.4779997734
2025-01-20,P018,Product_P018,Capsule,North,WH2,d9015e72,1463,16.6996630208705,13,95.0283852443874,312.124004515704,1940,2025-04-15,2024-09-24,S19,0.706019829315949,113,380,-50,30-60,43.3679653755345,63447.333344407
2025-01-20,P006,Product_P006,Topical,North,WH3,7e607a02,491,24.3497970707796,9,97.2707003275361,316.418873964553,751,2025-04-13,2024-12-12,S16,0.942562067665835,191,170,-34,90+,40.3460837641461,19809.9271281957
2025-01-20,P007,Product_P007,Injection,North,WH3,7e76d7c6,451,25.6817109671195,6,38.6491627602761,192.739428562993,856,2025-05-07,2025-01-05,S7,0.90327125585522,433,124,30,90+,40.0255875146504,18051.5399691073
2025-01-20,P032,Product_P032,Tablet,West,WH1,1e8e50db,210,8.63288976842834,9,20.2475054030437,97.9435133188988,454,2025-05-26,2024-12-29,S13,0.97655345627061,281,96,28,30-60,9.7756520270809,2052.88692568699
2025-01-20,P027,Product_P027,Tablet,North,WH1,e5a03c36,598,25.6807418570837,14,51.5829087330185,411.11329473219,1428,2025-09-14,2024-11-04,S3,0.755684664574611,33,96,-10,90+,45.9647166173172,27486.9005371557
2025-01-20,P003,Product_P003,Capsule,West,WH3,e43925f6,1596,40.6051423495976,11,191.22691262145,637.883478467024,2065,2025-08-17,2024-10-17,S6,0.743066966676667,225,157,49,90+,19.7240512285387,31479.5857607477
2025-01-20,P017,Product_P017,Tablet,South,WH3,ba5fded2,1739,12.6366819532998,14,57.6310302712505,234.544577617448,1994,2025-09-14,2024-12-11,S15,0.906673029506098,319,186,7,90+,19.5330012469239,33967.8891684007
2025-01-21,P007,Product_P007,Topical,East,WH1,fc47a620,985,34.5096361205426,10,44.486640763158,389.583001968584,1899,2025-05-04,2024-12-28,S5,0.725250649617419,40,343,-11,90+,15.6008845392963,15366.8712712069
2025-01-21,P017,Product_P017,Topical,North,WH2,7dcf6738,1672,20.4663021691825,16,48.8895696769287,376.350404383849,2208,2025-11-19,2024-09-27,S18,0.759680369326932,202,340,-30,90+,44.3394576522412,74135.5731945473
2025-01-21,P024,Product_P024,Capsule,North,WH1,84308b46,1105,10.5774420180516,8,39.4831083539538,124.102644498367,1833,2025-05-03,2025-01-08,S17,0.701112772197262,403,375,-4,90+,3.67108444445349,4056.5483111211
2025-01-21,P013,Product_P013,Syrup,East,WH1,2ad8ffa0,728,43.7586683888089,14,286.512724447108,899.134081890433,1081,2025-07-23,2024-12-07,S17,0.841824036130292,449,297,-32,0-30,15.662368210752,11402.2040574274
2025-01-21,P012,Product_P012,Tablet,West,WH3,50677ab1,1378,36.5304468367325,5,80.2553295131985,262.907563696861,2289,2025-12-24,2024-10-14,S7,0.857932680126117,407,188,3,60-90,22.851821709513,31489.8103157089
2025-01-21,P025,Product_P025,Capsule,South,WH2,b180e579,1935,29.5876544319033,11,79.0204200251662,404.484618776103,2282,2025-05-01,2024-10-09,S14,0.759178672678514,198,160,-25,90+,24.6474605474145,47692.8361592471
2025-01-21,P003,Product_P003,Injection,West,WH1,d8658cfa,1309,20.3931063033611,6,33.1398604045815,155.498498224748,2069,2025-07-09,2024-10-24,S12,0.879304331638888,381,97,-25,90+,11.0930217579711,14520.7654811842
2025-01-21,P036,Product_P036,Capsule,South,WH1,938d05f9,1277,18.5400985321055,17,115.143519703493,430.325194749286,1780,2025-06-29,2024-10-30,S14,0.912062670910739,321,99,27,0-30,16.1612269486518,20637.8868134283
2025-01-21,P044,Product_P044,Topical,South,WH2,d0b720ed,523,25.365440442953,8,29.9824385403417,232.905962083966,902,2025-06-22,2024-09-26,S19,0.861094211249193,18,261,33,90+,42.7188816466822,22341.9751012148
2025-01-21,P037,Product_P037,Syrup,North,WH3,0dec8a82,534,14.4318978271408,7,16.7900608264086,117.813345616394,1426,2025-12-09,2025-01-13,S15,0.783077383945929,153,327,-30,90+,28.4274884053501,15180.2788084569
2025-01-21,P008,Product_P008,Capsule,West,WH1,07210b9a,777,22.3344198465878,18,82.829099948669,484.84865718725,1628,2025-12-10,2024-10-06,S14,0.938276055235897,400,144,16,90+,24.6314260039956,19138.6180051046
2025-01-21,P039,Product_P039,Injection,South,WH1,c2b9f7cc,1155,35.6638874829347,9,111.3390624303,432.314049776712,1551,2025-03-10,2025-01-20,S12,0.871597920978796,391,124,0,0-30,31.5455987320354,36435.1665355009
2025-01-21,P012,Product_P012,Tablet,South,WH2,e8a4582f,468,17.3876838287871,9,61.2193245092586,217.708478968342,879,2025-06-11,2025-01-14,S4,0.826511347643576,13,239,3,60-90,28.3503880106316,13267.9815889756
2025-01-21,P050,Product_P050,Injection,West,WH3,4a4e7d05,1317,25.6162191786327,5,49.9360657635264,178.01716165669,1762,2025-08-27,2024-12-09,S12,0.71187084386856,389,144,0,30-60,24.765881388678,32616.665788889
2025-01-21,P010,Product_P010,Topical,West,WH2,f2252d65,800,31.0951259716316,18,158.415437453373,718.127704942741,1442,2025-03-09,2024-11-27,S12,0.756537898734603,109,179,-9,30-60,49.0778963808983,39262.3171047186
2025-01-21,P025,Product_P025,Syrup,East,WH2,17fb5231,476,20.7130450277362,12,107.790431955729,356.346972288564,1474,2025-04-24,2024-11-12,S8,0.77275819179489,174,228,47,60-90,23.0048471926089,10950.3072636818
2025-01-21,P050,Product_P050,Topical,South,WH2,71937a3e,1565,17.2889079165439,12,71.967741666311,279.434636664838,2448,2025-12-25,2025-01-12,S17,0.981321592433345,163,160,-4,0-30,35.3424191649501,55310.8859931469
2025-01-21,P004,Product_P004,Capsule,East,WH2,016efda7,1274,23.326827922554,7,29.4874193590403,192.775214816918,1783,2025-09-15,2024-11-18,S12,0.716305045506782,391,17,6,90+,30.9077873830897,39376.5211260563
2025-01-21,P030,Product_P030,Topical,East,WH1,14a8cdbe,1273,11.7956358324764,12,45.8171634786127,187.36479346833,1727,2025-05-06,2025-01-20,S11,0.854519840846404,484,257,-44,0-30,42.6966430709332,54352.826629298
2025-01-21,P012,Product_P012,Injection,North,WH3,f27532c2,1843,44.1120496491319,9,70.1840169636601,467.192463805847,2211,2025-08-19,2024-10-04,S18,0.838133482140002,262,39,-23,90+,15.602336002494,28755.1052525965
2025-01-21,P015,Product_P015,Injection,North,WH2,d5b48ecd,956,24.2337393480749,15,137.520892233379,501.026982454502,1576,2025-07-20,2024-10-21,S16,0.828420517411454,486,150,-35,60-90,42.0918354891642,40239.7947276409
2025-01-21,P031,Product_P031,Topical,South,WH1,5957f915,1007,1.43008338544854,14,8.54227327130362,28.5634406675832,1559,2025-09-27,2025-01-13,S12,0.884021375645042,283,311,48,90+,10.1596400426309,10230.7575229293
2025-01-21,P039,Product_P039,Capsule,North,WH2,9f2c729f,1204,18.8067926679719,14,71.4734846245286,334.768581976135,1948,2025-05-01,2024-11-27,S9,0.969527010316254,73,170,-36,90+,16.2050486737932,19510.878603247
2025-01-21,P029,Product_P029,Syrup,South,WH3,8aed9ff0,1937,10.9709117332103,10,54.1062055493268,163.81532288143,2417,2025-09-22,2024-11-07,S2,0.826013979358304,60,308,-33,90+,47.4366226761497,91884.738123702
2025-01-21,P034,Product_P034,Tablet,South,WH1,c3e20d22,1051,30.8023574615559,17,103.166369136074,626.806445982524,1932,2025-05-06,2024-09-28,S5,0.807112697725935,351,217,-34,90+,47.743315412195,50178.224498217
2025-01-21,P024,Product_P024,Syrup,South,WH2,7c063cd0,293,34.0278555038229,14,161.554896020055,637.944873073575,642,2025-07-01,2024-12-04,S9,0.774359778032693,48,231,44,90+,37.7662080151778,11065.4989484471
2025-01-21,P048,Product_P048,Syrup,East,WH2,3855c7d3,1103,42.9849321364356,5,83.1553721845019,298.08003286668,1999,2025-03-18,2024-11-15,S16,0.811954771339032,419,194,35,90+,5.07793024419554,5600.95705934768
2025-01-22,P049,Product_P049,Injection,East,WH1,2e6df3fa,1721,21.4410496698094,19,183.16025046617,590.540194192549,2166,2025-05-15,2024-11-05,S16,0.784354287727159,497,36,26,90+,15.9402530948681,27433.175576268
2025-01-22,P018,Product_P018,Injection,West,WH3,42b61182,1140,24.1096918945678,11,27.533045213229,292.739656053475,1919,2025-03-26,2024-11-18,S5,0.832451871936894,296,230,18,90+,23.5574132836065,26855.4511433114
2025-01-22,P038,Product_P038,Syrup,West,WH3,9359f4b7,1766,26.5559982116374,5,51.5428949815128,184.3228860397,2043,2025-05-16,2024-12-24,S17,0.924600824904739,184,61,44,30-60,30.6889439437947,54196.6750047414
2025-01-22,P038,Product_P038,Syrup,East,WH3,4286db0e,1015,39.3915736268075,5,28.5143451653682,225.472213299406,1823,2025-09-29,2024-12-11,S17,0.772753306797672,94,261,6,90+,39.4743043367192,40066.41890177
2025-01-22,P027,Product_P027,Topical,West,WH3,5a625dd6,915,3.80459798232366,18,20.7902450437634,89.2730087255892,1600,2025-08-21,2024-12-29,S5,0.86815057705384,197,56,42,0-30,20.8434607814332,19071.7666150114
2025-01-22,P001,Product_P001,Topical,East,WH2,6da9a987,1176,29.348549091973,13,106.455101291641,487.986239487291,2014,2025-10-15,2024-10-13,S13,0.791772567953581,108,353,34,90+,47.2906617019516,55613.8181614951
2025-01-22,P013,Product_P013,Tablet,East,WH1,b841fde2,503,1.30300730940394,6,3.71400795413767,11.5320518105613,820,2025-08-30,2024-12-12,S10,0.928578269661345,282,257,12,60-90,34.9525366402136,17581.1259300275
2025-01-22,P017,Product_P017,Topical,East,WH2,14dc0919,1574,15.0880487698042,15,44.0615056295854,270.382237176648,2321,2025-09-05,2024-12-24,S12,0.717124541892899,195,306,-27,0-30,15.4756797793745,24358.7199727354
