date,product,region,seasonality_factor,promotion,stockout,shock_event,units_sold,price_per_unit,revenue
2026-02-14,Product_7,East,1.3,0,0,0,131,434.85,56965.350000000006
2024-04-20,Product_2,West,1.0,1,0,0,357,129.95,46392.149999999994
2025-02-15,Product_5,North,1.3,0,0,0,299,289.44,86542.56
2025-08-25,Product_4,North,1.0,0,0,0,158,210.3,33227.4
2025-05-05,Product_3,North,1.0,0,0,0,135,105.88,14293.8
2026-01-14,Product_7,North,1.3,0,0,0,119,72.46,8622.74
2025-07-15,Product_6,North,1.0,0,0,0,260,300.14,78036.4
2024-08-21,Product_7,South,1.0,0,0,0,249,59.34,14775.660000000002
2024-07-01,Product_5,East,1.0,1,0,0,695,96.55,67102.25
2025-03-20,Product_6,North,1.0,0,0,0,249,206.4,51393.6
2026-03-28,Product_5,East,1.0,0,0,0,91,69.58,6331.78
2024-05-21,Product_7,East,1.0,0,0,0,139,230.2,31997.8
2026-01-25,Product_2,South,1.3,1,0,0,806,108.66,87579.95999999999
2026-02-27,Product_5,North,1.3,0,0,0,213,207.44,44184.72
2025-10-27,Product_6,South,1.0,0,0,0,75,406.02,30451.5
2024-10-07,Product_6,North,1.0,0,0,0,200,331.86,66372.0
2024-08-03,Product_5,South,1.0,0,0,0,92,250.43,23039.56
2024-08-28,Product_10,East,1.0,0,1,0,37,91.32,3378.8399999999997
2025-02-08,Product_7,North,1.3,0,0,0,266,328.62,87412.92
2025-10-22,Product_10,West,1.0,0,1,0,55,123.67,6801.85
2025-03-08,Product_8,East,1.0,0,0,0,69,84.46,5827.74
2025-01-30,Product_7,West,1.3,0,0,0,302,348.8,105337.6
2026-02-21,Product_5,East,1.3,0,0,0,338,460.43,155625.34
2026-02-11,Product_1,South,1.3,1,0,0,894,257.27,229999.37999999998
2024-05-24,Product_5,North,1.0,0,1,0,26,68.45,1779.7
2025-06-18,Product_10,East,1.0,0,0,0,228,446.13,101717.64
2025-12-04,Product_2,South,1.3,0,0,0,79,80.14,6331.06
2024-12-20,Product_5,North,1.3,0,1,1,291,440.38,128150.58
2024-05-23,Product_5,North,1.0,1,0,0,662,226.32,149823.84
2025-10-24,Product_2,East,1.0,0,0,0,232,214.43,49747.76
2025-12-11,Product_5,North,1.3,0,0,0,331,294.26,97400.06
2024-04-05,Product_4,East,1.0,0,0,0,60,480.69,28841.4
2024-07-12,Product_1,North,1.0,1,0,0,429,454.43,194950.47
2024-10-13,Product_3,West,1.0,0,0,0,91,261.65,23810.149999999998
2025-03-16,Product_1,South,1.0,0,0,0,204,363.12,74076.48
2024-05-17,Product_5,West,1.0,1,0,0,136,311.19,42321.84
2026-01-16,Product_4,East,1.3,0,0,1,325,362.06,117669.5
2024-12-25,Product_7,West,1.3,0,1,0,57,423.2,24122.399999999998
2025-04-05,Product_5,East,1.0,0,0,0,220,65.52,14414.4
2025-12-27,Product_10,North,1.3,0,0,0,88,196.59,17299.920000000002
2024-07-15,Product_4,North,1.0,0,0,0,241,481.7,116089.7
2026-01-30,Product_2,East,1.3,0,0,0,237,477.2,113096.4
2026-01-19,Product_4,West,1.3,1,0,0,705,55.05,38810.25
2026-01-17,Product_2,North,1.3,0,0,0,214,140.65,30099.100000000002
2024-07-29,Product_8,South,1.0,0,0,0,279,497.2,138718.8
2025-11-25,Product_3,North,1.3,0,0,0,210,271.77,57071.7
2024-05-28,Product_9,South,1.0,0,0,0,219,307.79,67406.01000000001
2025-03-12,Product_4,West,1.0,0,0,0,269,124.89,33595.41
2025-07-18,Product_6,South,1.0,0,0,0,114,452.45,51579.299999999996
2024-07-26,Product_10,South,1.0,0,0,0,148,154.07,22802.36
2024-08-05,Product_5,South,1.0,0,0,0,281,135.34,38030.54
2025-04-28,Product_10,South,1.0,1,0,0,300,152.66,45798.0
2026-01-01,Product_1,North,1.3,1,1,0,204,463.83,94621.31999999999
2024-05-28,Product_9,South,1.0,0,0,0,101,366.28,36994.28
2025-12-25,Product_1,North,1.3,0,0,0,217,395.87,85903.79000000001
2025-08-26,Product_8,South,1.0,0,0,0,224,219.67,49206.079999999994
2024-07-05,Product_9,East,1.0,0,0,0,169,459.13,77592.97
2025-12-29,Product_9,West,1.3,0,0,0,72,405.23,29176.56
2024-07-27,Product_1,South,1.0,0,0,0,60,387.77,23266.199999999997
2025-10-12,Product_2,East,1.0,0,0,0,152,486.92,74011.84
2025-11-22,Product_1,South,1.3,0,0,0,143,214.79,30714.969999999998
2025-08-01,Product_10,South,1.0,0,0,0,117,324.94,38017.98
2024-11-23,Product_2,South,1.3,0,0,0,262,459.47,120381.14000000001
2024-12-28,Product_10,East,1.3,0,0,0,245,405.9,99445.5
2024-10-06,Product_8,West,1.0,0,0,0,203,303.52,61614.56
2026-03-05,Product_5,East,1.0,0,0,0,151,84.3,12729.3
2025-06-21,Product_7,West,1.0,0,0,0,159,343.73,54653.07
2025-11-02,Product_2,South,1.3,1,0,0,573,286.95,164422.35
2024-12-03,Product_8,North,1.3,0,0,0,286,132.88,38003.68
2024-06-15,Product_6,South,1.0,0,0,0,100,447.01,44701.0
2024-09-01,Product_8,West,1.0,0,0,1,560,204.46,114497.6
2026-01-16,Product_1,East,1.3,1,0,0,644,224.37,144494.28
2025-06-09,Product_1,South,1.0,0,0,0,95,352.58,33495.1
2024-06-25,Product_7,East,1.0,0,0,0,102,269.96,27535.92
2026-02-26,Product_8,East,1.3,1,0,0,377,90.18,33997.86
2025-01-10,Product_3,East,1.3,1,0,0,798,224.35,179031.3
2024-11-06,Product_5,South,1.3,1,0,0,471,92.51,43572.21
2024-06-08,Product_1,East,1.0,1,0,0,147,135.84,19968.48
2024-05-17,Product_7,East,1.0,1,0,0,303,53.23,16128.689999999999
2024-07-03,Product_5,South,1.0,0,0,0,174,131.59,22896.66
2025-06-27,Product_8,East,1.0,0,0,0,167,198.7,33182.9
2024-10-21,Product_8,South,1.0,0,0,0,103,292.2,30096.6
2024-11-04,Product_9,West,1.3,0,0,0,304,463.67,140955.68
2025-07-18,Product_7,West,1.0,0,0,0,165,293.15,48369.74999999999
2025-06-06,Product_1,West,1.0,0,0,0,167,367.52,61375.84
2025-03-07,Product_3,East,1.0,0,0,1,167,210.95,35228.65
2025-10-03,Product_8,North,1.0,0,0,0,124,388.23,48140.520000000004
2025-12-03,Product_3,North,1.3,0,0,0,354,329.21,116540.34
2025-01-14,Product_8,East,1.3,0,0,0,127,256.91,32627.570000000003
2024-12-10,Product_1,North,1.3,0,0,1,211,137.2,28949.199999999997
2025-03-23,Product_5,South,1.0,0,0,0,159,186.59,29667.81
2024-04-23,Product_4,North,1.0,0,0,0,171,329.43,56332.53
2025-09-04,Product_5,East,1.0,0,0,0,60,241.73,14503.8
2024-07-09,Product_8,East,1.0,0,0,0,141,450.22,63481.020000000004
2024-09-27,Product_10,South,1.0,0,0,1,634,155.68,98701.12000000001
2024-11-09,Product_4,West,1.3,0,1,0,109,82.88,9033.92
2026-01-19,Product_4,East,1.3,0,1,0,102,315.21,32151.42
2025-06-16,Product_3,South,1.0,0,0,0,222,448.72,99615.84000000001
2025-11-29,Product_7,North,1.3,1,1,0,61,214.13,13061.93
2025-02-19,Product_3,North,1.3,0,0,0,378,341.47,129075.66
2025-08-29,Product_3,South,1.0,0,0,0,77,154.14,11868.779999999999
2024-04-16,Product_10,South,1.0,0,0,0,284,301.31,85572.04
2025-03-02,Product_5,East,1.0,0,0,0,160,404.06,64649.6
2024-12-14,Product_5,North,1.3,0,0,0,137,440.16,60301.920000000006
2025-08-10,Product_6,South,1.0,0,1,0,22,97.3,2140.6
2024-09-07,Product_8,North,1.0,0,0,0,202,210.37,42494.74
2025-07-19,Product_10,South,1.0,0,0,0,103,337.84,34797.52
2026-01-24,Product_6,North,1.3,0,0,0,101,65.63,6628.629999999999
2026-02-19,Product_1,West,1.3,0,0,0,338,360.78,121943.63999999998
2026-02-04,Product_8,East,1.3,0,0,0,189,287.62,54360.18
2025-04-15,Product_8,North,1.0,1,0,0,494,179.85,88845.9
2025-09-27,Product_9,West,1.0,0,0,0,63,416.59,26245.17
2026-02-20,Product_9,North,1.3,0,0,0,165,180.52,29785.800000000003
2025-06-01,Product_2,North,1.0,0,0,0,84,496.14,41675.76
2025-12-04,Product_2,West,1.3,0,0,0,102,417.37,42571.74
2024-12-24,Product_3,North,1.3,0,1,0,54,368.59,19903.859999999997
2025-10-29,Product_1,North,1.0,0,0,0,66,77.61,5122.26
2025-05-22,Product_4,East,1.0,1,0,0,603,456.94,275534.82
2024-09-15,Product_4,West,1.0,0,0,0,257,405.52,104218.64
2024-05-13,Product_9,West,1.0,1,0,0,685,153.06,104846.1
2025-10-08,Product_9,South,1.0,0,1,0,62,226.51,14043.619999999999
2025-01-10,Product_9,North,1.3,1,0,0,928,170.88,158576.63999999998
2025-05-02,Product_10,East,1.0,0,0,1,400,492.99,197196.0
2024-04-12,Product_7,North,1.0,0,0,0,222,434.39,96434.58
2025-11-28,Product_2,North,1.3,0,1,0,49,468.6,22961.4
2025-01-27,Product_10,South,1.3,0,0,0,206,404.95,83419.7
2024-12-09,Product_5,North,1.3,1,0,0,833,255.36,212714.88
2025-08-12,Product_4,East,1.0,0,0,0,266,142.45,37891.7
2024-05-05,Product_8,East,1.0,0,0,0,228,143.64,32749.92
2026-03-28,Product_2,South,1.0,0,0,0,151,118.26,17857.260000000002
2024-06-29,Product_6,North,1.0,0,0,0,155,295.99,45878.450000000004
2025-11-26,Product_5,East,1.3,0,0,0,124,463.98,57533.520000000004
2025-11-23,Product_2,North,1.3,0,0,0,299,496.31,148396.69
2025-05-23,Product_10,North,1.0,0,0,0,113,179.28,20258.64
2024-07-24,Product_1,North,1.0,1,0,0,722,363.79,262656.38
2025-12-08,Product_8,South,1.3,0,0,0,380,318.69,121102.2
2024-10-13,Product_2,North,1.0,0,0,0,299,270.02,80735.98
2025-08-14,Product_7,East,1.0,0,0,0,215,349.6,75164.0
2025-12-17,Product_9,North,1.3,0,0,0,146,217.11,31698.06
2025-08-06,Product_9,East,1.0,0,0,0,136,475.02,64602.72
2024-06-14,Product_8,North,1.0,0,0,0,266,367.45,97741.7
2025-05-18,Product_10,East,1.0,0,0,0,283,389.39,110197.37
2025-04-11,Product_9,East,1.0,0,0,0,56,159.09,8909.04
2025-05-25,Product_2,North,1.0,1,0,0,152,125.86,19130.72
2026-03-30,Product_6,North,1.0,0,0,0,130,227.45,29568.5
2025-01-02,Product_4,East,1.3,0,0,0,336,395.0,132720.0
2026-02-05,Product_4,West,1.3,1,0,0,920,472.46,434663.19999999995
2025-04-29,Product_5,South,1.0,1,1,0,151,242.3,36587.3
2025-07-01,Product_3,West,1.0,0,0,0,123,398.37,48999.51
2024-10-09,Product_1,West,1.0,0,0,0,187,261.68,48934.16
2026-02-18,Product_8,North,1.3,0,0,0,304,182.85,55586.4
2024-07-08,Product_5,South,1.0,1,0,0,403,382.67,154216.01
2025-09-30,Product_3,West,1.0,1,0,0,673,409.19,275384.87
2024-07-05,Product_10,North,1.0,0,0,0,174,141.28,24582.72
2026-01-24,Product_7,West,1.3,0,0,0,128,187.33,23978.24
2026-01-23,Product_7,West,1.3,0,0,0,362,272.65,98699.29999999999
2024-10-07,Product_1,North,1.0,0,0,0,268,133.93,35893.240000000005
2024-05-07,Product_9,North,1.0,0,0,0,101,467.98,47265.98
2025-04-04,Product_2,North,1.0,0,0,0,210,316.1,66381.0
2026-02-24,Product_5,South,1.3,1,0,0,145,104.54,15158.300000000001
2025-09-07,Product_5,West,1.0,0,0,0,285,132.81,37850.85
2025-01-04,Product_8,North,1.3,0,0,0,299,479.46,143358.54
2024-11-03,Product_8,East,1.3,0,0,0,308,382.18,117711.44
2024-12-29,Product_7,West,1.3,0,0,0,274,380.48,104251.52
2024-06-01,Product_7,East,1.0,0,0,0,53,82.62,4378.860000000001
2025-11-17,Product_6,South,1.3,0,0,0,252,452.88,114125.76
2026-03-30,Product_6,North,1.0,0,0,0,181,249.68,45192.08
2025-03-08,Product_9,East,1.0,1,0,0,488,346.87,169272.56
2025-05-02,Product_6,South,1.0,0,0,0,295,481.86,142148.7
2026-02-28,Product_2,North,1.3,0,0,0,347,95.01,32968.47
2024-04-19,Product_2,East,1.0,0,0,0,53,267.02,14152.06
2024-09-24,Product_5,East,1.0,0,0,0,50,72.33,3616.5
2025-12-03,Product_4,South,1.3,0,0,0,156,274.8,42868.8
2025-05-01,Product_2,North,1.0,0,1,0,81,163.52,13245.12
2025-06-19,Product_3,North,1.0,0,0,0,227,459.98,104415.46
2024-11-19,Product_7,East,1.3,0,0,0,325,229.32,74529.0
2024-06-15,Product_8,East,1.0,0,0,0,238,335.24,79787.12
2024-12-21,Product_6,East,1.3,0,0,0,109,437.13,47647.17
2025-06-29,Product_5,North,1.0,1,0,0,130,492.66,64045.8
2026-03-19,Product_1,South,1.0,1,0,0,452,276.72,125077.44000000002
2025-04-19,Product_8,South,1.0,0,0,0,260,255.09,66323.4
2025-10-16,Product_3,North,1.0,0,0,0,85,84.08,7146.8
2025-08-19,Product_6,West,1.0,1,0,0,531,55.73,29592.629999999997
2025-04-02,Product_3,South,1.0,0,0,0,293,323.96,94920.28
2024-08-22,Product_7,East,1.0,0,0,1,571,79.46,45371.659999999996
2024-06-08,Product_7,West,1.0,1,0,0,194,221.17,42906.979999999996
2024-07-08,Product_9,West,1.0,0,0,0,76,51.62,3923.12
2025-05-01,Product_5,South,1.0,1,0,0,202,326.85,66023.70000000001
2024-04-25,Product_8,West,1.0,1,0,0,311,241.44,75087.84
2025-07-13,Product_10,West,1.0,0,1,0,51,107.16,5465.16
2025-07-28,Product_10,South,1.0,1,0,0,438,183.37,80316.06
2025-10-17,Product_8,South,1.0,0,0,0,205,306.35,62801.75000000001
2024-08-29,Product_1,West,1.0,0,0,0,206,345.52,71177.12
2024-08-22,Product_5,East,1.0,0,1,0,19,258.05,4902.95
2025-10-21,Product_3,North,1.0,0,0,0,148,411.78,60943.439999999995
2024-05-09,Product_1,West,1.0,0,0,0,96,100.6,9657.599999999999
2024-07-18,Product_4,West,1.0,0,0,0,236,88.05,20779.8
2026-02-22,Product_8,East,1.3,0,0,0,104,69.91,7270.639999999999
2024-05-12,Product_3,West,1.0,0,0,0,53,291.12,15429.36
2024-10-03,Product_10,West,1.0,0,0,0,214,367.8,78709.2
2025-05-03,Product_2,North,1.0,0,0,0,66,108.73,7176.18
2024-11-09,Product_9,North,1.3,1,0,0,280,337.53,94508.4
2025-12-25,Product_10,North,1.3,1,0,0,305,264.63,80712.15
2024-08-11,Product_5,South,1.0,0,0,0,223,494.31,110231.13
2024-09-10,Product_7,South,1.0,1,0,0,592,372.86,220733.12
2024-11-01,Product_2,North,1.3,0,0,0,292,345.86,100991.12000000001
2024-11-21,Product_9,North,1.3,0,0,0,114,306.7,34963.799999999996
2026-01-18,Product_9,South,1.3,0,1,0,109,498.81,54370.29
2025-11-09,Product_4,East,1.3,0,0,0,235,491.21,115434.34999999999
2024-04-09,Product_4,West,1.0,1,0,0,186,292.15,54339.899999999994
2024-06-13,Product_6,West,1.0,0,0,0,207,254.83,52749.810000000005
2025-08-05,Product_10,North,1.0,0,0,0,71,257.95,18314.45
2024-12-09,Product_10,East,1.3,0,1,0,98,242.75,23789.5
2024-11-16,Product_10,South,1.3,0,0,0,149,289.13,43080.37
2025-09-01,Product_6,North,1.0,0,0,0,157,173.11,27178.27
2024-09-21,Product_1,East,1.0,0,0,0,61,467.05,28490.05
2026-01-13,Product_9,East,1.3,0,1,0,105,270.6,28413.000000000004
2024-09-15,Product_2,East,1.0,0,0,0,85,428.9,36456.5
2024-09-17,Product_5,South,1.0,0,0,0,67,263.89,17680.629999999997
2025-04-28,Product_9,South,1.0,0,0,0,139,373.23,51878.97
2025-12-25,Product_4,West,1.3,0,0,0,299,201.6,60278.4
2024-10-11,Product_3,West,1.0,0,0,0,248,331.16,82127.68000000001
2025-08-30,Product_7,East,1.0,0,1,0,15,274.27,4114.049999999999
2024-04-29,Product_6,East,1.0,0,1,0,52,215.2,11190.4
2024-09-12,Product_8,South,1.0,0,0,0,235,446.7,104974.5
2025-05-27,Product_3,West,1.0,0,0,0,139,100.72,14000.08
2025-03-05,Product_5,East,1.0,1,0,0,333,269.12,89616.96
2026-01-08,Product_10,West,1.3,0,1,0,54,137.47,7423.38
2025-08-09,Product_4,West,1.0,0,0,0,286,437.47,125116.42000000001
2025-03-31,Product_4,East,1.0,1,0,0,451,164.06,73991.06
2025-03-08,Product_4,South,1.0,0,1,0,35,335.04,11726.400000000001
2025-08-13,Product_10,East,1.0,0,0,0,93,124.5,11578.5
2026-01-17,Product_8,East,1.3,0,0,0,323,232.21,75003.83
2025-08-24,Product_6,West,1.0,0,0,0,201,454.71,91396.70999999999
2025-02-21,Product_3,East,1.3,0,0,0,175,124.73,21827.75
2024-11-03,Product_10,South,1.3,1,0,0,187,348.44,65158.28
2025-01-26,Product_5,East,1.3,0,0,0,195,142.03,27695.85
2024-08-10,Product_6,South,1.0,0,0,0,195,237.09,46232.55
2024-06-09,Product_5,South,1.0,1,0,0,345,293.28,101181.59999999999
2024-12-08,Product_6,West,1.3,1,0,0,459,309.79,142193.61000000002
2025-05-20,Product_8,North,1.0,0,0,0,79,321.13,25369.27
2025-06-19,Product_7,North,1.0,0,1,0,89,338.06,30087.34
2024-09-29,Product_5,West,1.0,1,0,0,519,172.3,89423.70000000001
2024-09-14,Product_10,East,1.0,0,0,0,82,230.62,18910.84
2024-06-30,Product_6,West,1.0,0,0,0,251,66.79,16764.29
2026-03-15,Product_4,South,1.0,1,1,0,204,395.94,80771.76
2025-09-13,Product_9,North,1.0,0,0,1,169,426.69,72110.61
2024-05-09,Product_4,West,1.0,0,0,0,167,139.66,23323.22
2024-08-04,Product_1,East,1.0,0,1,0,42,140.65,5907.3
2025-06-25,Product_7,West,1.0,0,0,0,204,68.92,14059.68
2024-09-20,Product_7,North,1.0,0,1,0,64,486.67,31146.88
2026-01-13,Product_4,West,1.3,0,1,0,72,413.23,29752.56
2024-11-06,Product_3,West,1.3,0,1,0,114,212.32,24204.48
2025-12-29,Product_8,North,1.3,0,0,0,257,266.86,68583.02
2024-05-28,Product_5,South,1.0,0,0,0,125,181.39,22673.75
2026-01-20,Product_10,South,1.3,0,0,0,384,318.76,122403.84
2025-07-20,Product_7,North,1.0,0,0,0,78,372.79,29077.620000000003
2025-06-30,Product_4,West,1.0,0,0,0,210,251.32,52777.2
2025-03-27,Product_4,North,1.0,0,0,0,284,443.12,125846.08
2024-04-01,Product_8,South,1.0,0,0,0,239,282.66,67555.74
2025-04-22,Product_8,East,1.0,0,0,0,166,114.91,19075.059999999998
2025-03-14,Product_2,West,1.0,1,0,1,400,330.03,132012.0
2024-10-07,Product_2,South,1.0,0,0,0,51,258.0,13158.0
2025-08-18,Product_3,West,1.0,0,0,0,229,471.05,107870.45
2024-10-08,Product_3,North,1.0,1,0,0,607,226.35,137394.44999999998
2025-08-21,Product_1,East,1.0,0,0,0,166,231.29,38394.14
2025-04-04,Product_3,North,1.0,0,0,1,757,342.85,259537.45
2025-05-14,Product_6,East,1.0,0,0,0,231,287.14,66329.34
2024-07-26,Product_8,West,1.0,0,0,0,67,218.5,14639.5
2024-08-12,Product_10,West,1.0,1,0,0,128,495.4,63411.2
2024-05-28,Product_6,North,1.0,0,0,0,184,185.98,34220.32
2025-10-08,Product_5,East,1.0,0,0,0,220,174.89,38475.799999999996
2026-02-14,Product_4,East,1.3,0,0,0,336,438.99,147500.64
2026-02-01,Product_3,West,1.3,0,0,0,370,51.52,19062.4
2024-09-20,Product_4,North,1.0,0,0,0,215,140.56,30220.4
2024-08-27,Product_7,East,1.0,0,0,0,214,315.7,67559.8
2024-06-19,Product_1,West,1.0,0,1,0,70,123.1,8617.0
2024-10-30,Product_7,South,1.0,0,0,0,210,493.61,103658.1
2024-10-20,Product_1,North,1.0,1,1,0,108,258.89,27960.12
2024-11-15,Product_2,South,1.3,1,0,0,677,318.81,215834.37
2026-02-05,Product_4,North,1.3,0,0,0,187,122.17,22845.79
2024-11-13,Product_1,West,1.3,0,0,0,222,180.22,40008.84
2026-01-19,Product_9,East,1.3,0,0,0,78,326.58,25473.239999999998
2025-09-14,Product_6,East,1.0,0,0,0,117,297.3,34784.1
2025-06-15,Product_1,East,1.0,1,0,0,411,402.96,165616.56
2025-05-07,Product_1,North,1.0,0,0,0,259,171.15,44327.85
2024-05-17,Product_6,West,1.0,0,0,0,245,344.09,84302.04999999999
2024-11-19,Product_4,South,1.3,1,0,0,491,180.94,88841.54
2025-01-30,Product_4,West,1.3,0,0,0,191,314.04,59981.64000000001
2025-09-08,Product_6,South,1.0,1,1,0,97,322.26,31259.219999999998
2024-08-21,Product_7,North,1.0,1,0,0,646,104.83,67720.18
2025-05-20,Product_9,North,1.0,0,0,0,71,296.88,21078.48
2025-08-26,Product_10,South,1.0,0,0,1,702,55.37,38869.74
2025-04-08,Product_5,South,1.0,1,0,0,526,275.54,144934.04
2025-10-18,Product_9,South,1.0,1,0,0,376,363.88,136818.88
2024-12-15,Product_4,West,1.3,0,0,1,800,82.77,66216.0
2026-01-16,Product_10,South,1.3,1,0,0,661,472.42,312269.62
2025-07-15,Product_2,North,1.0,0,1,0,22,256.44,5641.68
2024-04-12,Product_3,North,1.0,0,0,0,296,472.29,139797.84
2025-02-24,Product_1,East,1.3,1,1,0,204,98.33,20059.32
2025-03-24,Product_6,South,1.0,0,1,0,40,477.46,19098.399999999998
2025-05-13,Product_6,West,1.0,1,0,0,238,99.14,23595.32
2026-01-28,Product_1,West,1.3,0,0,0,250,257.67,64417.50000000001
2025-04-08,Product_3,West,1.0,0,0,0,144,472.1,67982.40000000001
2024-04-08,Product_5,East,1.0,0,0,0,191,154.72,29551.52
2024-07-31,Product_3,North,1.0,0,0,0,216,65.65,14180.400000000001
2025-03-14,Product_10,West,1.0,0,0,0,205,406.9,83414.5
2026-02-05,Product_3,North,1.3,0,0,0,354,318.15,112625.09999999999
2024-06-29,Product_10,East,1.0,0,0,0,269,281.26,75658.94
2026-01-08,Product_3,South,1.3,0,0,0,296,65.45,19373.2
2026-02-27,Product_5,South,1.3,0,0,0,218,343.95,74981.09999999999
2025-02-10,Product_5,South,1.3,1,0,0,633,127.23,80536.59
2024-09-25,Product_4,West,1.0,0,0,0,58,469.04,27204.32
2025-09-22,Product_1,South,1.0,0,0,0,235,358.58,84266.3
2024-05-11,Product_5,West,1.0,0,0,0,222,368.17,81733.74
2026-03-05,Product_10,East,1.0,0,0,0,199,154.66,30777.34
2025-08-15,Product_5,East,1.0,0,0,0,209,446.34,93285.06
2024-08-23,Product_4,West,1.0,0,0,0,246,291.98,71827.08
2024-10-18,Product_6,North,1.0,0,0,1,794,435.69,345937.86
2026-03-25,Product_10,South,1.0,0,0,0,246,171.93,42294.78
2025-07-05,Product_4,South,1.0,1,0,0,206,389.96,80331.76
2025-10-10,Product_7,South,1.0,0,0,0,102,308.56,31473.12
2025-09-29,Product_7,West,1.0,0,0,0,273,71.79,19598.670000000002
2024-12-09,Product_2,East,1.3,0,0,0,306,232.4,71114.40000000001
2025-04-25,Product_3,South,1.0,0,0,0,123,132.76,16329.48
2025-11-15,Product_1,East,1.3,0,0,0,114,211.63,24125.82
2024-12-12,Product_8,South,1.3,0,0,0,222,222.51,49397.22
2026-03-10,Product_9,South,1.0,0,0,0,64,263.72,16878.08
2025-06-24,Product_4,West,1.0,0,0,0,248,320.13,79392.24
2024-04-10,Product_6,North,1.0,0,0,0,206,306.94,63229.64
2024-11-28,Product_9,West,1.3,0,0,0,223,67.55,15063.65
2024-12-07,Product_6,South,1.3,0,0,0,208,387.81,80664.48
2024-04-05,Product_9,South,1.0,0,0,0,180,477.13,85883.4
2024-07-28,Product_4,North,1.0,0,0,0,132,206.91,27312.12
2025-04-09,Product_8,East,1.0,0,0,0,59,130.89,7722.509999999999
2024-06-04,Product_9,East,1.0,0,0,0,141,293.0,41313.0
2024-08-24,Product_4,South,1.0,0,0,0,78,367.21,28642.379999999997
2024-11-10,Product_5,East,1.3,0,0,1,1144,355.51,406703.44
2024-11-25,Product_8,South,1.3,0,0,0,109,325.45,35474.049999999996
2024-09-24,Product_10,North,1.0,0,0,0,55,115.8,6369.0
2025-01-07,Product_6,North,1.3,0,0,0,245,426.57,104509.65
2024-06-02,Product_7,South,1.0,0,0,0,160,241.53,38644.8
2024-11-03,Product_3,North,1.3,0,1,0,33,149.66,4938.78
2026-02-18,Product_7,West,1.3,0,0,0,163,88.82,14477.659999999998
2025-07-05,Product_8,West,1.0,1,0,0,323,237.52,76718.96
2025-12-01,Product_10,North,1.3,0,0,0,254,328.09,83334.86
2024-07-14,Product_6,South,1.0,0,0,0,116,349.42,40532.72
2024-07-08,Product_10,South,1.0,1,0,0,426,483.23,205855.98
2025-08-24,Product_9,North,1.0,1,1,0,39,118.92,4637.88
2025-04-20,Product_6,East,1.0,0,0,0,296,493.6,146105.6
2025-05-10,Product_9,West,1.0,0,0,0,171,344.6,58926.600000000006
2025-08-31,Product_4,East,1.0,0,0,0,133,254.4,33835.200000000004
2025-07-20,Product_8,South,1.0,0,0,0,224,449.69,100730.56
2026-03-10,Product_4,South,1.0,0,1,0,54,362.52,19576.079999999998
2026-01-05,Product_2,East,1.3,0,0,0,296,206.92,61248.32
2025-06-11,Product_10,North,1.0,0,0,0,134,447.84,60010.56
2024-04-23,Product_9,East,1.0,1,0,0,603,349.98,211037.94
2025-10-17,Product_5,East,1.0,1,0,0,229,364.48,83465.92
2026-02-06,Product_4,West,1.3,0,0,0,240,453.38,108811.2
2026-03-15,Product_2,West,1.0,0,0,0,136,251.79,34243.44
2025-07-02,Product_1,East,1.0,0,0,0,65,345.61,22464.65
2024-06-22,Product_7,East,1.0,1,0,0,306,385.11,117843.66
2024-08-23,Product_6,South,1.0,0,0,1,782,254.27,198839.14
2024-06-24,Product_2,West,1.0,0,0,0,289,87.55,25301.95
2024-06-17,Product_8,West,1.0,0,0,0,58,397.15,23034.699999999997
2025-07-01,Product_4,South,1.0,0,0,1,369,71.52,26390.879999999997
2024-04-01,Product_8,North,1.0,0,0,0,127,373.06,47378.62
2024-05-21,Product_7,West,1.0,0,0,0,126,459.89,57946.14
2026-02-14,Product_5,West,1.3,0,0,0,382,206.14,78745.48
2026-03-18,Product_10,North,1.0,0,0,0,298,95.93,28587.140000000003
2025-06-20,Product_10,West,1.0,0,0,0,120,154.79,18574.8
2025-06-23,Product_8,West,1.0,0,0,0,64,303.03,19393.92
2025-08-01,Product_9,North,1.0,1,0,0,272,474.2,128982.4
2024-05-04,Product_5,North,1.0,1,0,0,373,280.53,104637.68999999999
2025-03-14,Product_10,East,1.0,1,1,0,194,100.73,19541.62
2024-07-04,Product_5,South,1.0,1,0,1,1330,332.5,442225.0
2024-06-11,Product_2,South,1.0,0,0,0,71,379.78,26964.379999999997
2025-10-03,Product_5,North,1.0,0,0,0,201,226.98,45622.979999999996
2024-09-01,Product_3,North,1.0,0,0,0,162,374.68,60698.16
2024-12-06,Product_7,West,1.3,1,0,0,816,196.17,160074.72
2026-02-03,Product_10,East,1.3,0,0,0,287,405.09,116260.82999999999
2025-06-12,Product_5,East,1.0,0,0,0,50,203.48,10174.0
2024-07-27,Product_8,North,1.0,1,0,0,139,165.25,22969.75
2025-01-31,Product_1,West,1.3,0,0,0,369,445.63,164437.47
2024-12-24,Product_3,West,1.3,0,0,0,334,296.81,99134.54
2024-05-24,Product_3,South,1.0,0,0,0,159,178.32,28352.879999999997
2024-11-22,Product_9,South,1.3,0,0,0,323,470.79,152065.17
2025-04-24,Product_5,West,1.0,0,0,0,233,360.88,84085.04
2025-05-06,Product_9,South,1.0,0,0,0,162,149.32,24189.84
2025-12-15,Product_9,North,1.3,0,0,0,345,326.59,112673.54999999999
